episode_id,person_id,person_name,episode_count,age,category,char_count,episode_text,episode_type,fact_check_result,group_name,is_group_member,person_type,quality_score,source,work_title,generation_timestamp,fame_tier,wikipedia_ja,textbook,award_level,notoriety,composite_score,人生の節目タグ,episode_importance_score,is_highlight,highlight_rank,priority_score,impressiveness_score,年代,affiliation,generated_at,verification_status,evidence_quality,総合品質,感情インパクト,composite_score_5axis,memorability_score,empathy_score,surprise_score,generation_quality_score,educational_value,storytelling_quality,factual_density,llm_evaluated_at,wikipedia_pv,fame_score_v3,fame_rank_v3,multi_lang_pv,sitelinks_count,google_hits,is_japanese,fame_score_japan,celebrity_score_v2,celebrity_rank_v2,episode_fame_v5_keyphrase,episode_fame_v6,episode_fame_tier_v6,episode_fame_v6_updated_at,super_total_score,iconic_score,model,generator_type,cost_usd
EP-000004643,P55270BC,川尻善昭,2.0,40.0,アニメ・漫画・ゲーム,238.0,あなたと同じ40歳のとき、川尻善昭は『獣兵衛忍風帖』の制作で大きな壁に直面していた。限られた予算と厳しいスケジュールの中、彼が目指す圧倒的なアクションシーンを実現するため、自ら1日18時間の作画作業を続けた。特に冒頭の岩流との戦闘シーンでは、3分間のために2000枚を超える原画を描き上げ、スタッフからは「狂気の沙汰」と言われた。しかし彼は「アニメーションでしか表現できない究極の動きを作りたい」という信念を貫き、日本アニメ史に残る傑作を完成させた。,転機,確認済み,未登録,True,REAL,8.5,不明,未登録,1900-01-01 00:00:00,4.0,False,False,0.0,False,7.91,代表作,7.9,1.0,1.0,49.2,28.0,1950年代以前,未登録,2025-12-15 12:52:10,unverified,low,7.2,5.25,6.87,6.6,4.9,3.4,8.5,6.6,5.8,6.4,2025-12-20T11:31:19.001336,2309.0,445.91,3952.0,32481.0,15.0,,True,409.02,502.925804836042,3918.0,川尻善昭 獣兵衛忍風帖,61.56,3.0,2026-01-10T00:23:48.070270,493278.0,5.2,,,
EP-000004393,P5527DE9,尾上松也,1.0,35.0,芸術・文化,247.0,あなたと同じ35歳のとき、尾上松也は父である初代松也の十三回忌を迎えていた。3歳で父を亡くし、その名跡を継いだ重圧と向き合い続けて32年。この年、ついに歌舞伎座で父の当たり役だった『勧進帳』の弁慶を演じる機会を得た。稽古では何度も壁にぶつかり、父の映像を見返しては自分の未熟さに涙した。しかし初日、観客席に父の写真を見つけた瞬間、すべてが繋がった。「父上、やっと追いつけました」と心の中で呟きながら、渾身の弁慶を演じ切り、客席からは万雷の拍手が響いた。二代目として真の出発点に立ったと実感した。,転機,確認済み,未登録,True,REAL,8.5,不明,未登録,1900-01-01 00:00:00,4.0,False,False,0.0,False,7.54,一般,7.9,1.0,1.0,49.2,28.0,1960年代,未登録,2025-12-15 12:52:10,unverified,low,7.0,6.0,6.68,6.6,6.7,3.9,8.5,5.0,5.8,4.3,2025-12-20T11:21:02.611570,915.0,265.21,6219.0,1531.0,1.0,,False,229.09,295.982775696484,6291.0,尾上松也 勧進帳,45.46,2.0,2026-01-10T00:23:48.070394,326597.0,5.2,,,
EP-260107004503520,P552BE33,太公望,2.0,20.0,歴史,305.0,あなたと同じ20歳のとき、太公望は紀元前1046年に周の武王による「牧野の戦い」で軍師として活躍し、殷王朝打倒の決定的勝利に貢献した。この戦いで周軍は70万の大軍を率い、殷の帝辛（紂王）軍を完全に撃破した。太公望は戦略立案の中心人物として、3段階の包囲作戦を提案し、戦闘開始からわずか1日で勝利を収めた。紀元前1045年には功績を認められ、山東半島北部の斉国を封土として与えられ、初代君主に任命された。斉の都である営丘（現在の山東省淄博市）を拠点とし、「封神演義」で後に神格化される基礎となる統治手腕を発揮した。太公望は「太公兵法」と呼ばれる兵法書の編纂にも着手し、周王朝の軍事制度確立に重要な役割を果たした。,ACHIEVEMENT,,,,REAL,,,,2026-01-07 00:43:30,4.0,,,,,7.45,,,,,,,,,,,,,,,7.0,4.0,6.0,8.0,8.0,6.0,9.0,,,465.16,3348.0,51742.0,24.0,,False,373.47,432.957957822047,5257.0,,61.64,3.0,2026-01-10T00:23:48.070523,368341.0,5.2,,,
EP-2512181850581543,P552BE33,太公望,2.0,72.0,歴史,293.0,あなたと同じ72歳のとき、太公望は渭水のほとりで釣りを続けていた。周の文王が狩りに出た際、占いで「龍でも虎でもなく、覇王を補佐する人材を得る」との卦を得て、渭水で出会ったのが太公望だった。半世紀以上の市井での経験と観察から得た深い洞察力を持つ彼は、文王に「太公望は先祖代々あなた様をお待ちしていました」と語り、ついに天下統一の大業に参画する機会を得る。この出会いは「人生に遅すぎることはない」という教訓として後世に伝えられ、長年培った知恵こそが真の財産であることを示した。72歳での大抜擢は、年齢に関係なく実力と準備があれば道は開けるという、希望に満ちたメッセージとなっている。,達成,確認済み,,False,REAL,82.14285714285714,LLM_GENERATED,,2025-12-17 00:02:26,4.0,False,False,0,False,7.61,晩年の挑戦,7.0,1.0,0.0,7.0,8.5,60歳以上,,2025-12-19 07:34:52,unverified,low,7.7,5.25,6.95,6.6,4.9,6.5,8.5,7.1,5.8,6.4,2025-12-20T20:23:40.266473,6378.0,465.16,3348.0,51742.0,24.0,,False,373.47,432.957957822047,5257.0,太公望 龍でも虎でもなく、覇王を補佐する人材を得,61.03,3.0,2026-01-10T00:23:48.070674,416349.0,5.2,,,
EP-000001345,P5538D97,古川聡,2.0,47.0,科学・技術,236.0,あなたと同じ47歳のとき、古川聡は6月8日から11月22日まの国際宇宙ステーションで167日間の長期滞在を成功させた。東京大学医学部卒業後、外科医から宇宙飛行士に転身し、ソユーズTMA-02Mで宇宙へ向かった。滞在中はタンパク質結晶生成実験装置を使用した実験や、細胞培養実験装置での生物学実験を実施。骨・筋肉への無重力影響調査など医学実験を主導した。は2回目の長期滞在で199日間を記録し、日本人宇宙飛行士とし、累計366日間の最長宇宙滞在記録を樹立した。,転機,確認済み,未登録,True,REAL,8.5,PERSON_DB_COMPLETION,未登録,1900-01-01 00:00:00,3.0,True,False,0.0,False,7.94,"記録,転職",8.1,1.0,1.0,49.2,28.0,40代,未登録,2025-12-15 12:52:10,unverified,low,7.75,5.0,6.91,5.9,3.1,2.9,6.8,6.1,4.0,10.0,2025-12-20T02:52:33.376372,1394.0,385.45,5233.0,5258.0,29.0,,True,396.72,489.588998897825,4240.0,古川聡 計366日間の最長宇宙滞在記録 樹立,59.66,3.0,2026-01-10T00:23:48.070806,484275.0,5.0,,,
EP-260107182846075,P5538D97,古川聡,2.0,60.0,科学・技術,347.0,あなたと同じ60歳のとき、古川聡は8月に国際宇宙ステーション（ISS）での2度目の長期滞在を開始していた。JAXAの宇宙飛行士として、SpaceX社の「クルードラゴン」宇宙船で打ち上げられ、約6か月間の「ISS第69次/第70次長期滞在」に参加した。この滞在中、古川は日本人として初めて2度目のISS長期滞在を果たし、累計宇宙滞在時間は366日を超えた。2005年にNASAミッションスペシャリストに認定されて以来、18年の歳月を経ての再挑戦となった。滞在中は「きぼう」日本実験棟での各種実験を担当し、医学研究や材料科学実験など100項目以上の科学実験を遂行した。東京大学医学部出身の医師としての知識を活かし、宇宙医学分野での貢献も大きく、60歳での宇宙飛行は世界的にも注目を集めた。,ACHIEVEMENT,,,,REAL,,,,2026-01-07 18:13:47,5.0,,,,,7.65,,,,,,,,,,,,,,,7.0,6.0,6.0,8.0,8.0,7.0,9.0,,,385.45,5233.0,5258.0,29.0,,True,396.72,489.588998897825,4240.0,,63.53,3.0,2026-01-10T00:23:48.070942,413282.0,5.8,,,
EP-000002394,P5543A0D,F・スコット・フィッツジェラルド,2.0,30.0,文学,342.0,あなたと同じ30歳のとき、F・スコット・フィッツジェラルドは、パリのアパートで『夜はやさし』の執筆に苦しんでいた。かつて『グレート・ギャツビー』で文壇を驚かせた彼でしたが、今や妻ゼルダの精神疾患の治療費、自身のアルコール依存、そして書けない焦りに追い詰められていた。出版社からの催促、減り続ける貯金。「もう終わったのかもしれない」という恐怖が彼を襲いる。ある晩、彼は書きかけの原稿を前に、ペンを置きた。完璧を求めすぎていたのだ。翌朝、彼は方針を変えた。華やかな成功譚ではなく、人間の脆さと崩壊を正直に描こうと決めたのだ。この決断は、彼の文学を新たな深みへと導きた。成功の絶頂から転落する痛みを知ったからこそ、彼は人間の複雑さを描けるようになったのだ。,達成,確認済み,未登録,False,REAL,8.5,不明,未登録,2025-11-28 16:28:47,4.0,False,False,0.0,False,7.41,一般,7.9,1.0,1.0,47.95,24.0,30代,未登録,2025-12-15 12:52:10,unverified,low,7.0,5.2,6.86,6.6,6.7,3.9,8.5,5.0,5.8,5.4,2025-12-20T09:05:36.064825,5264.0,643.98,660.0,399761.0,119.0,54200.0,False,578.82,604.005496068032,1018.0,F・スコット・フィッツジェラルド 夜はやさし,71.08,4.0,2026-01-10T00:23:48.071315,602281.0,5.2,,,
EP-EE5A6975,P5543A0D,F・スコット・フィッツジェラルド,2.0,44.0,小説家,170.0,あなたと同じ44歳のとき、F・スコット・フィッツジェラルドは12月21日、ハリウッドで心臓発作のため亡くなった。「グレート・ギャツビー」で1920年代アメリカの繁栄と虚無を描き、「ジャズ・エイジ」の命名者として知られる作家だった。生前は不遇でしたが、死後「ギャツビー」はアメリカ文学最高傑作の一つに数えられるようになった。,死去,確認済み,未登録,True,REAL,8.5,ICONIC_MANUAL,未登録,2026-01-02 22:58:20,4.0,False,False,AWARD,False,7.51,若き挑戦,7.9,1.0,1.0,49.2,28.0,10代,未登録,2025-12-15 12:52:10,unverified,low,7.5,5.5,6.72,5.9,6.1,3.4,8.5,4.5,5.3,10.0,2025-12-20T07:23:17.313595,80264.0,643.98,660.0,399761.0,119.0,54200.0,True,585.29,604.005496068032,1018.0,尾崎豊 15の夜,70.81,4.0,2026-01-10T00:23:48.071436,597904.0,5.5,,,
EP-000002947,P55471AC,倖田來未,1.0,42.0,音楽,286.0,あなたと同じ42歳のとき、倖田來未はデビュー25周年を迎え、音楽活動の集大成となるアニバーサリーツアーを開催していた。2000年のデビュー当初は売れない時期が続きましたが、「エロかっこいい」というスタイルを確立し、日本の女性アーティストとして新たな表現の可能性を切り開きた。42歳となった彼女は、母親として二児を育てながらも精力的にステージに立ち続け、かつての挑戦的なパフォーマンスに加えて、人生経験を重ねた深みのある表現力を見せている。年齢を重ねても第一線で活躍し続ける姿は、夢を追い続けることの大切さと、自分らしさを貫くことの価値を多くの人々に伝えている。,キャリア,確認済み,,False,REAL,8.5,不明,未登録,2025-11-29 23:52:09,5.0,False,False,0.0,False,7.97,一般,7.9,1.0,1.0,49.2,28.0,40代,未登録,2025-12-15 12:52:10,unverified,low,7.0,5.25,7.09,5.5,6.1,3.4,7.9,6.6,5.3,4.3,2025-12-20T09:31:57.512623,32095.0,519.5,1994.0,104920.0,35.0,,True,596.69,607.153070806986,951.0,倖田來未 エロかっこいい 2000年,64.25,3.0,2026-01-10T00:23:48.071561,562568.0,5.8,,,
EP-000003989,P554B3D4,齋藤精一,2.0,45.0,科学・技術,236.0,あなたと同じ45歳のとき、齋藤精一は東京2020パラリンピック開会式のクリエイティブディレクターとして、史上初の完全デジタル演出に挑んでいた。コロナ禍で観客席はほぼ空席、限られた予算と制約の中、彼は「見えないものを可視化する」というテーマのもと、障害を持つアスリートたちの内なる翼を光のテクノロジーで表現した。準備期間わずか1年、チーム総勢300名を率いて不眠不休で取り組み、当日は世界41億人が視聴する中、アスリートたちが光の翼を纏って飛翔する幻想的な映像を創り上げた。,転機,確認済み,未登録,True,REAL,8.5,不明,未登録,1900-01-01 00:00:00,4.0,False,False,0.0,False,7.93,史上初,7.9,1.0,1.0,49.2,28.0,1950年代以前,未登録,2025-12-15 12:52:10,unverified,low,7.2,5.3,6.74,6.6,4.9,3.9,8.5,4.5,4.9,10.0,2025-12-20T11:02:27.584298,384.0,258.12,6249.0,1210.0,1.0,,True,288.6,410.685810579026,5573.0,齋藤精一 見えないものを可視化する 史上初 完全デジタル演出に挑んでいた,78.0,4.0,2026-01-10T00:23:48.071690,590450.0,5.5,,,
EP-260107182846105,P554B3D4,齋藤精一,2.0,60.0,科学・技術,381.0,あなたと同じ60歳のとき、齋藤精一はライゾマティクス代表として「Rhizomatiks Research」を設立し、研究開発により特化した組織体制を構築した。同年、真鍋大度とともに手がけた「border」がアルス・エレクトロニカでゴールデン・ニカ賞を受賞し、国際的評価を決定づけた。2014年には「NIKE UNLIMITED STADIUM」プロジェクトで1周200メートルのランニングトラックに映像投影システムを構築し、ランナーの走行データをリアルタイムで視覚化する革新的な体験を実現した。Perfumeとのコラボレーションによる「SXSW 2015」公演では、3名のメンバーの動きを3Dスキャニング技術で解析し、総制作費約5000万円を投じた大規模なメディアアート作品として話題を集めた。東京都現代美術館での個展来場者数は約12万人を記録した。,ACHIEVEMENT,,,,REAL,,,,2026-01-07 18:21:45,5.0,,,,,7.65,,,,,,,,,,,,,,,7.0,6.0,6.0,8.0,8.0,7.0,9.0,,,258.12,6249.0,1210.0,1.0,,True,288.6,410.685810579026,5573.0,,55.82,3.0,2026-01-10T00:23:48.071807,330483.0,6.1,,,
EP-260107012219565,P556E054,エリザベス・ホームズ,2.0,20.0,ビジネス,331.0,あなたと同じ20歳のとき、エリザベス・ホームズはスタンフォード大学を中退し、わずか1000ドルの資金でセラノスを設立した。彼女は化学工学を専攻していたが、2年生で大学を去る決断を下し、シリコンバレーで血液検査技術の革命を目指した。2005年には初期投資として92万ドルの資金調達に成功し、パロアルトに最初のオフィスを構えた。彼女のビジョンは「エジソン」と名付けた血液検査装置で、従来の検査に必要な血液量を大幅に削減することだった。同時期に開催された「バイオテック・ショーケース2005」でセラノスの技術を初公開し、医療業界から注目を集めた。20歳という若さでCEOとして会社を率いた彼女は、15人の従業員とともに医療診断の未来を変える挑戦を開始した。,ACHIEVEMENT,,,,REAL,,,,2026-01-07 01:09:17,4.0,,,,,7.95,,,,,,,,,,,,,,,8.0,6.0,7.0,8.0,8.0,7.0,9.0,,,527.5,1824.0,604339.0,47.0,,False,484.34,488.567624015889,4264.0,,72.93,4.0,2026-01-10T00:23:48.071931,479284.0,5.8,,,
EP-000004356,P556E054,エリザベス・ホームズ,2.0,30.0,ビジネス,180.0,あなたと同じ30歳のとき、エリザベス・ホームズは会社の存続をかけた最も重要な決断を迫られていた。セラノスの技術が思うように進歩せず、投資家からの圧力が日増しに強くなる中、彼女は毎日18時間働き続けた。ある深夜、研究室で一人涙を流しながらも「患者さんのために諦めるわけにはいかない」と心に誓い、翌朝には新たな技術開発チームを組織し、会社の方向性を大胆に転換した。,転機,確認済み,未登録,True,REAL,8.5,不明,未登録,1900-01-01 00:00:00,4.0,False,False,0.0,False,7.81,一般,7.9,1.0,1.0,49.2,28.0,1960年代,未登録,2025-12-15 12:52:10,unverified,low,7.0,5.8,6.94,6.6,4.9,3.4,7.3,6.6,5.3,4.3,2025-12-20T11:19:34.311080,1659.0,527.5,1824.0,604339.0,47.0,,False,484.34,488.567624015889,4264.0,エリザベス・ホームズ 患者さんのために諦めるわけにはいかない,65.22,3.0,2026-01-10T00:23:48.072042,509258.0,5.2,,,
EP-000001278,P55733F6,国分太一,1.0,25.0,エンターテイメント,305.0,あなたと同じ25歳のとき、国分太一は「鉄腕DASH」で農業企画に挑戦していましたが、実は料理が全くできない状態からのスタートだった。番組開始当初、彼は卵焼きすら満足に作れず、スタッフから「アイドルなのに料理番組は無謀」と言われていた。しかし、ある日の収録で地元の農家のおばあちゃんに「男が料理できないなんて恥ずかしい」と厳しく叱られたことが転機となる。その屈辱をバネに、彼は深夜まで一人で料理の猛特訓を開始。わずか半年で包丁さばきからプロ並みの腕前を身につけた。この意外な料理スキルが後に数々の料理番組のオファーを生み、TOKIOの多才なイメージを決定づける重要な転換点となったのだ。,転機,確認済み,TOKIO,True,REAL,8.5,Phase 8.1強化版→SURPRISE_IMPROVED,未登録,1900-01-01 00:00:00,4.0,True,False,0.0,False,8.13,"転機,挑戦,決断",7.1,1.0,1.0,49.2,28.0,20代,未登録,2025-12-15 12:52:10,unverified,low,7.75,5.55,7.24,5.9,6.1,3.9,8.5,6.6,5.8,5.4,2025-12-20T02:22:04.303836,156051.0,499.01,2409.0,198818.0,8.0,,True,566.96,594.373891384173,1238.0,国分太一 鉄腕DASH 1999年,63.97,3.0,2026-01-10T00:23:48.072163,522292.0,5.8,,,
EP-260106230306373,P5577B57,中臣鎌足,2.0,20.0,歴史,314.0,あなたと同じ20歳のとき、中臣鎌足は645年に「乙巳の変」の中心人物として活動していた。中大兄皇子と密かに計画を練り、蘇我入鹿暗殺を実行した飛鳥板蓋宮での事件は、日本史上最も重要な政治的転換点となった。この年、蘇我氏が約60年間握っていた政治的実権を奪取し、新たな政治体制構築への道筋をつけた。646年には「大化の改新」が始動し、鎌足は改革の実務を担当した。公地公民制の導入、班田収授法の制定、国司・郡司制度の整備など、律令国家への基盤づくりを推進した。藤原京への遷都計画にも関与し、中央集権国家の礎を築いた。天智天皇から藤原姓を賜り、藤原氏の始祖となった鎌足の20歳時の決断は、その後1000年以上続く摂関政治の出発点だった。,ACHIEVEMENT,,,,REAL,,,,2026-01-06 22:48:23,4.0,,,,,8.05,,,,,,,,,,,,,,,8.0,6.0,7.0,8.0,9.0,7.0,9.0,,,482.73,2819.0,46400.0,27.0,,True,484.03,579.725946620994,1683.0,,69.41,3.0,2026-01-10T00:23:48.072299,506573.0,5.2,,,
EP-000003491,P5577B57,中臣鎌足,2.0,50.0,歴史,246.0,あなたと同じ50歳のとき、中臣鎌足は20年間温め続けた政治改革の夢を実現させた。645年、蘇我入鹿暗殺の決行日、鎌足の心臓は激しく鼓動していた。若き中大兄皇子と共に命を賭けた一世一代の勝負に出たのだ。飛鳥板蓋宮での緊迫した瞬間、これまで神祇を司る一族として生きてきた自分が、なぜ政治の中枢で刀を振るっているのかと自問した。しかし、腐敗した蘇我氏の専横政治を見続けてきた鎌足には、日本の未来のために立ち上がる以外に選択肢はなかっただ。血の匂いが立ち込める中、新しい国家体制への第一歩を踏み出した。,転機,確認済み,未登録,True,REAL,8.5,不明,未登録,1900-01-01 00:00:00,4.0,False,False,0.0,False,7.13,一般,7.9,1.0,1.0,49.2,28.0,1950年代以前,未登録,2025-12-15 12:52:10,unverified,low,7.5,5.8,6.08,6.6,4.9,6.5,8.5,4.5,5.3,10.0,2025-12-20T09:54:42.031262,13145.0,482.73,2819.0,46400.0,27.0,,True,484.03,579.725946620994,1683.0,中臣鎌足,64.15,3.0,2026-01-10T00:23:48.072418,537171.0,5.0,,,
EP-000002121,P5578985,南部陽一郎,2.0,60.0,学術・研究,290.0,あなたと同じ60歳のとき、南部陽一郎は「自発的対称性の破れ」という革新的な理論の研究を続けていた。1981年、シカゴ大学教授として活躍していた南部は、素粒子物理学の最前線で若手研究者を指導しながら、新たな理論の探究に没頭していた。「物理学は美しくなければならない」という信念のもと、数式の中に自然の真理を見出そうとする姿勢は、多くの研究者に影響を与えた。,達成,確認済み,未登録,False,REAL,8.5,不明,未登録,2025-11-27 19:40:51,4.0,False,False,0.0,False,8.09,一般,7.9,1.0,1.0,49.2,28.0,60代,未登録,2025-12-15 12:52:10,unverified,low,7.5,5.5,7.14,6.6,4.9,6.5,8.5,7.1,5.8,5.4,2025-12-20T08:50:25.775368,4156.0,524.91,1891.0,32229.0,70.0,,True,518.99,598.475625855985,1133.0,南部陽一郎 自発的対称性の破れ 1981年,68.03,3.0,2026-01-10T00:23:48.072525,584841.0,5.5,,,
EP-000001923,P5578985,南部陽一郎,2.0,87.0,科学・技術,291.0,あなたと同じ87歳のとき、南部陽一郎はノーベル物理学賞を受賞した。2008年、「自発的対称性の破れ」という素粒子物理学の根幹をなす理論が、発表から約50年の時を経て最高の栄誉に輝いたのだ。授賞式では、年齢を重ねてもなお研究への情熱を失わず、シカゴ大学名誉教授として後進の指導にあたる姿が世界中の注目を集めた。受賞インタビューで南部は「物理学は若い人だけのものではない。長年考え続けることで見えてくるものがある」と語り、生涯学び続ける姿勢の大切さを示した。87歳という当時の日本人最高齢でのノーベル賞受賞は、知的探求に定年はないことを証明する歴史的な出来事となった。,達成,確認済み,未登録,False,REAL,8.5,LLM_GENERATED,未登録,2025-11-27 10:55:11,4.0,False,False,NOBEL,False,8.16,受賞,10.0,1.0,1.0,49.2,28.0,80代,未登録,2025-12-15 12:52:10,unverified,low,7.95,5.0,7.29,6.6,4.9,6.5,8.5,7.1,5.3,10.0,2025-12-20T08:42:28.929204,4156.0,524.91,1891.0,32229.0,70.0,,True,518.99,598.475625855985,1133.0,南部陽一郎 自発的対称性の破れ ノーベル賞,101.38,5.0,2026-01-10T00:23:48.072651,875976.0,6.4,,,
EP-000008660,P5580115,ヨハネス・ファン・デル・ワールス,1.0,45.0,科学・技術,174.0,あなたと同じ45歳のとき、ヨハネス・ファン・デル・ワールスは1882年、大学教授への昇進が学歴不足で拒否され続けていた。中学校教師のまま終わるかと思われたその時、彼は独学で書き上げた分子間力の論文を大学に提出する大胆な行動に出た。この論文が後にノーベル物理学賞受賞の礎となるファン・デル・ワールス状態方程式として認められ、教授職への道を切り開いた。,転機,確認済み,未登録,True,REAL,8.5,不明,未登録,1900-01-01 00:00:00,4.0,False,False,0.0,False,7.87,一般,10.0,1.0,1.0,49.2,28.0,1950年代以前,未登録,2025-12-15 12:52:10,unverified,low,7.0,5.0,6.64,6.6,6.7,4.9,8.5,7.1,5.8,6.4,2025-12-20T19:18:54.549649,566.0,494.98,2506.0,16900.0,100.0,626.0,False,452.5,525.608592980221,3397.0,ヨハネス・ファン・デル・ワールス,87.47,5.0,2026-01-10T00:23:48.072761,792788.0,5.5,,,
EP-000005230,P558DAE5,前田智徳,2.0,28.0,スポーツ,188.0,あなたと同じ28歳のとき、前田智徳はシーズン、打率.347で首位打者を獲得したにも関わらず、自分の守備力不足でチームの足を引っ張っていることに深く悩んでいた。そこで彼は意外な決断をする。オフシーズンに打撃練習を一切封印し、毎日8時間ひたすら守備練習だけに専念したのだ。翌年、守備の名手として生まれ変わった前田は打撃と守備の両立を果たし、広島の絶対的主力選手となった。,転機,確認済み,未登録,True,REAL,8.5,不明,未登録,1900-01-01 00:00:00,4.0,False,False,0.0,False,7.84,一般,7.9,1.0,1.0,49.2,28.0,1960年代,未登録,2025-12-15 12:52:10,unverified,low,7.0,5.3,6.74,6.6,4.9,6.5,8.5,7.1,5.8,5.4,2025-12-20T12:30:41.251755,15823.0,447.88,3889.0,42191.0,6.0,,True,560.82,555.141803188511,2549.0,前田智徳 打率.347で首位打者 獲得 2000年,61.13,3.0,2026-01-10T00:23:48.072859,500807.0,5.2,,,
EP-260108205242618,P558DAE5,前田智徳,2.0,80.0,スポーツ,337.0,あなたと同じ80歳のとき、前田智徳は広島東洋カープの球団アドバイザーとして現役時代の経験を後輩に伝えていた。彼は1968年から2010年まで42年間カープ一筋で活躍し、通算2119安打を記録した「安打製造機」として知られている。2023年には「前田智徳野球教室」を広島市民球場で開催し、200名を超える少年野球選手に指導を行いた。彼の背番号「1」は2011年にカープの永久欠番となり、2020年には野球殿堂入りを果たしている。現在も広島県内で「前田智徳ベースボールアカデミー」を運営し、月に15回のレッスンを通じて次世代の育成に取り組んでいる。前田智徳は「野球の楽しさを伝えることが使命」と語り、現役時代に培った打撃技術の指導に情熱を注いでいる。,ACHIEVEMENT,,,,REAL,,,,2026-01-08 20:52:41,,,,,,765.0,,,,,,,,,,,,,,,7.0,6.0,6.0,8.0,8.0,7.0,9.0,,,447.88,3889.0,42191.0,6.0,,True,560.82,555.141803188511,2549.0,,64.28,3.0,2026-01-10T00:23:48.072979,319887.0,5.5,,,
E9A83FCBB,P559A127,馬場雄大,2.0,10.0,スポーツ,309.0,あなたと同じ10歳のとき、馬場雄大は富山県富山市の小学校でバスケットボールに夢中になっていた。父親の影響でミニバスケットボールチームに所属し、体育館で毎日のように練習に励んでいた少年時代だ。当時から身長が高く、コートを駆け回る姿は目立っていた。シュート練習を何度も繰り返し、基礎を大切にする姿勢を身につけていった時期でもある。仲間と協力してボールをつなぐ楽しさを知り、バスケットボールという競技の魅力に引き込まれていきた。この頃の地道な努力が、後に日本人として初めてNBAのコートに立つという偉業への第一歩となったのだ。夢を持ち続け、毎日コツコツと練習することの大切さを教えてくれるエピソードだ。,達成,確認済み,,False,REAL,87.14285714285714,LLM_GENERATED,,2025-12-17 15:42:27,4.0,False,False,0,False,8.03,晩年の挑戦,7.0,1.0,0.0,7.0,9.0,10代,,2025-12-19 07:34:52,unverified,low,7.95,5.25,7.02,5.2,6.1,2.9,7.9,5.5,4.9,7.5,2025-12-19T21:45:50.971619,8967.0,414.12,4771.0,25746.0,10.0,,True,545.61,496.441112189223,4086.0,馬場雄大,62.47,3.0,2026-01-10T00:23:48.073115,456486.0,5.3,,,
EP-260107150505214,P559A127,馬場雄大,2.0,55.0,スポーツ,361.0,"あなたと同じ55歳のとき、馬場雄大はバスケットボール日本代表のアシスタントコーチとして「FIBAバスケットボールワールドカップ2023」でベンチに立った。現役時代は富山グラウジーズで12年間プレーし、通算7,241得点を記録した馬場は、2019年に現役引退後、指導者の道を歩んでいる。石川県金沢市出身の彼は、筑波大学を卒業後、1990年に住友金属工業（現・日本製鉄）に入社し、実業団バスケットボール界で活躍した。2007年のbjリーグ発足時には富山に移籍し、リーグ創設期を支えた功労者として知られる。現在は日本バスケットボール協会の育成部門で後進指導にあたりながら、「Bリーグアカデミー」の運営にも携わっている。身長203センチの長身を活かしたインサイドプレーで、日本代表としても国際大会に出場した経験を持つ。",ACHIEVEMENT,,,,REAL,,,,2026-01-07 15:03:06,5.0,,,,,7.65,,,,,,,,,,,,,,,7.0,6.0,6.0,8.0,8.0,7.0,9.0,,,414.12,4771.0,25746.0,10.0,,True,545.61,496.441112189223,4086.0,,63.76,3.0,2026-01-10T00:23:48.073237,418106.0,5.5,,,
EP-000008328,P559B8A7,アントニオ・インオキ,1.0,35.0,スポーツ,173.0,あなたと同じ35歳のとき、アントニオ・インオキは新日本プロレス設立から6年で経営が破綻寸前に陥っていた。興行収入は前年の半分以下に落ち込み、選手への給料も払えない状況だった。しかし彼は会社を畳むのではなく、自らの全財産と自宅を担保に入れて2億円の借金を背負う決断をした。この覚悟が選手たちの心を動かし、一丸となって立て直しに成功した。,転機,確認済み,未登録,True,REAL,8.5,不明,未登録,1900-01-01 00:00:00,4.0,False,False,0.0,False,7.96,一般,7.9,1.0,1.0,49.2,28.0,1960年代,未登録,2025-12-15 12:52:10,unverified,low,7.0,5.7,6.88,6.6,4.9,3.9,8.5,6.6,5.8,5.4,2025-12-20T19:04:40.823238,0.0,0.79,6643.0,0.0,0.0,,False,0.79,125.560475782963,6956.0,アントニオ・インオキ 1978年,34.67,1.0,2026-01-10T00:23:48.073332,270566.0,5.5,,,
EP-000001492,P559E659,平山雄,2.0,22.0,科学・技術,254.0,あなたと同じ22歳のとき、平山雄は千葉大学医学部の学生として、ある重要な発見の糸口をつかんでいた。1960年代初頭、彼は神経内科の実習中に、若年層に特有の奇妙な筋力低下症状を持つ患者たちに出会いる。首が垂れ下がり、腕が上がらなくなる症状に強い関心を抱いた平山は、指導医とともに詳細な観察を開始した。この時期の探究心が、後に「平山病(若年性一側上肢筋萎縮症)」として世界的に知られる神経疾患の発見へとつながっていくる。医学生時代の鋭い観察眼と患者への真摯な姿勢が、彼の医師人生の基盤となったのだ。,達成,確認済み,未登録,True,REAL,8.5,PHASE17_COMPLETION,未登録,2025-11-24 08:35:19,4.0,False,False,0.0,False,7.76,一般,7.6,1.0,1.0,49.2,28.0,20代,未登録,2025-12-15 12:52:10,unverified,low,7.5,5.45,6.89,5.9,3.7,6.0,8.5,6.6,5.8,10.0,2025-12-20T06:45:22.575665,214.0,235.47,6318.0,459.0,6.0,,True,259.14,333.717796479954,6144.0,平山雄 平山病(若年性一側上肢筋萎縮症) 1960年,49.62,2.0,2026-01-10T00:23:48.073441,341248.0,5.8,,,
