person_id,person_name,target_age,birth_year,death_year,category,priority
P3C04726,上杉鷹山,72,1720,,歴史,HIGH
PB448B30,田中小実昌,72,1923,,文学,HIGH
PF21F32E,遠藤実,72,1952,,音楽,HIGH
PB1277E1,ヴィルヘルム・レントゲン,72,1812,,科学・技術,HIGH
P01D4B5B,高峰秀子,72,1925,,科学・技術,HIGH
PABB0A72,ディートリヒ・フィッシャー＝ディースカウ,72,1925,,音楽,HIGH
P3787EE2,梅沢富美男,72,1950,,エンターテイメント,HIGH
P2FC64B8,田沼意次,72,1902,,歴史,HIGH
PB108884,ジョゼフ・ニーダム,72,1871,,科学・技術,HIGH
PE5E54B4,千田正穂,72,1922,,芸術・文化,HIGH
P6762065,チャカ・カーン,72,1939,,音楽,HIGH
P39AE4DB,ピョートル・チャイコフスキー,72,1840,,音楽,HIGH
P18F0F2D,田中信夫,72,1906,,芸術・文化,HIGH
PBC4ECE7,黒澤明,72,1911,,映画・演劇,HIGH
P363357B,泉鏡花,72,1853,,文学,HIGH
P7316939,デヴィッド・アッテンボロー,72,1926,2024.0,科学・技術,HIGH
P70705A5,ヨハネ・パウロ2世,72,1930,,歴史,HIGH
PD662C5D,原田マハ,72,1943,,芸術・文化,HIGH
P6A38452,愛知敬一,72,1915,,科学・技術,HIGH
P9F92CB2,伊藤蘭,72,1936,,音楽,HIGH
PE665C91,ジャンヌ・カルマン,72,1875,1997.0,長寿,HIGH
P0FF51E0,アレクサンダー・ボロディン,72,1758,,科学・技術,HIGH
P8DA8B72,綿矢りさ,72,1944,,文学,HIGH
PFD90167,水前寺清子,72,1945,,音楽,HIGH
P9A4F40A,市川知宏,72,1923,,映画・演劇,HIGH
PECD03AB,太宰治,72,1906,,文学,HIGH
P1A29DFD,天童よしみ,72,1954,,音楽,HIGH
P712B561,クライバー,72,1934,,音楽,HIGH
PB133A40,渡辺香津美,72,1925,,音楽,HIGH
P01B04B2,中村桂子,72,1936,,科学・技術,HIGH
PA2B312E,河口慧海,72,1866,,探検・冒険,HIGH
P2B83981,野又穫,72,1922,,芸術・文化,HIGH
PFA09391,リチャード・ドーキンス,72,1946,,科学・技術,HIGH
P32C0157,小野寺昭,72,1876,,映画・演劇,HIGH
P92D94A0,立原正秋,72,1921,,文学,HIGH
PBC4834F,保坂和志,72,1941,,文学,HIGH
PC3B97EF,大島まり,72,1940,,科学・技術,HIGH
PF94E3CF,安田幸一,73,1943,,科学・技術,MEDIUM
PEE0EBF5,ジョイス,73,1903,,芸術・文化,MEDIUM
P6B02E1E,ラジブ・ガンディー,73,1945,,政治・社会,MEDIUM
P19D00E8,広井良典,73,1943,,学術・研究,MEDIUM
P43C2188,ダイワスカーレット,73,1917,,競走馬,MEDIUM
PBC134B9,ティモシー・マクベイ,73,1905,,歴史,MEDIUM
P3B6EF47,ライカ,73,1918,,歴史上の動物,MEDIUM
P11C6BE5,秋吉敏子,73,1929,,音楽,MEDIUM
P1DB6CC2,木戸孝允,73,1824,,芸術・文化,MEDIUM
P2B9FC60,辰巳琢郎,73,1909,,芸術・文化,MEDIUM
P60D5D71,中西寛,73,1944,,学術・研究,MEDIUM
PE810847,久保田権四郎,73,1951,,科学・技術,MEDIUM
PE4C8AFE,十文字美信,73,1945,,芸術・文化,MEDIUM
PE327B33,ノーラン・ライアン,73,1948,,スポーツ,MEDIUM
PE81001C,今井むつみ,73,1919,,学術・研究,MEDIUM
P43B584C,渡辺美里,73,1942,,芸術・文化,MEDIUM
P8F89B3D,与謝野馨,73,1939,,政治・社会,MEDIUM
P4AF2C77,森繁久彌,73,1913,2009.0,映画・演劇,MEDIUM
P01D924B,ゲオルク・オーム,73,1789,,学術・研究,MEDIUM
P8A982C6,鳥羽一郎,73,1952,,音楽,MEDIUM
P9551ABC,アンナ・パヴロワ,73,1872,,芸術・文化,MEDIUM
PF6A8D3E,ジャン・ジオノ,73,1872,,芸術・文化,MEDIUM
P95B69F8,小田切正明,73,1953,,スポーツ,MEDIUM
P388A8CF,伊東四朗,73,1919,,映画・演劇,MEDIUM
P47C7583,江口洋介,73,1876,,映画・演劇,MEDIUM
P01B504E,クリス・ボニントン,73,1935,,探検・冒険,MEDIUM
P15FF979,アレクサンダー・ズベレフ,73,1933,,スポーツ,MEDIUM
P1419FEC,マーヴィン・ゲイ,73,1903,,音楽,MEDIUM
PA8878B4,一澤信三郎,73,1838,,芸術・文化,MEDIUM
P0146EB2,キャノンボール・アダレイ,73,1928,,音楽,MEDIUM
P8757788,モンセラート・カバリェ,73,1935,,音楽,MEDIUM
PE83A74B,ニック・ドレイク,73,1906,,音楽,MEDIUM
P7999C0A,フランソワーズ・サガン,73,1927,,芸術・文化,MEDIUM
P84367CF,大隅良典,73,1951,,学術・研究,MEDIUM
PF94B322,荷田春満,73,1920,,歴史,MEDIUM
P0D18B34,エドセル・フォード,74,1898,,ビジネス,HIGH
P1B0144C,ルイ・パスツール,74,1823,,科学・技術,HIGH
P2C70422,エリザベス2世,74,1926,2022.0,政治・社会,HIGH
PE598D2B,六代目杵屋巳太郎,74,1906,,芸術・文化,HIGH
P2C64484,佐久間象山,74,1804,,科学・技術,HIGH
PAFD9900,エルンスト・マイヤー,74,1893,,科学・技術,HIGH
P07D8D17,鎌田實,74,1949,,科学・技術,HIGH
P7F1EFC0,橋田壽賀子,74,1927,,映画・演劇,HIGH
P6464BDE,ジョン・メンデル・ケインズ,74,1891,,学術・研究,HIGH
P6F90194,坂上二郎,74,1917,,エンターテイメント,HIGH
P3943D87,UA,74,1878,,音楽,HIGH
PDBF66C6,北村薫,74,1924,,文学,HIGH
P0D617EC,本多勝一,74,1932,,探検・冒険,HIGH
P1F7AAA2,サルマン・ラシュディ,74,1909,,文学,HIGH
PA3A0CA2,田中眞紀子,74,1947,,政治・社会,HIGH
P3FB36E4,古河虎之助,74,1835,,ビジネス,HIGH
P819093A,エミール・ガレ,74,1850,,芸術・文化,HIGH
PCFD211E,ディック・ヴァン・ダイク,74,1925,,エンターテイメント,HIGH
P5C38793,アーロン・ネヴィル,74,1945,,音楽,HIGH
PF9D776D,竹内栖鳳,74,1859,,芸術・文化,HIGH
PA177D37,ベン・ウェブスター,74,1909,,音楽,HIGH
PB6305D1,ゲオルク・ショルティ,74,1920,,音楽,HIGH
P9C55FBE,ホー・チ・ミン,74,1896,,歴史,HIGH
P297EDE1,佐伯泰英,74,1943,,文学,HIGH
PE3DD790,大竹省二,74,1924,,芸術・文化,HIGH
P1095179,荻野目慶子,74,1939,,映画・演劇,HIGH
PE785111,淡谷のり子,74,1907,,音楽,HIGH
P1ACF5AC,西周,74,1829,,学術・研究,HIGH
PF3B6C18,野沢那智,74,1931,,アニメ・漫画・ゲーム,HIGH
P16525AE,ファリード・ザカリア,74,1938,,政治・社会,HIGH
PF4B5836,ジョルジュ・ビゼー,74,1838,,音楽,HIGH
P6B13313,ロバート・ルイス,74,1909,,スポーツ,HIGH
P714DEC9,ピーター・セラーズ,74,1917,,映画・演劇,HIGH
PF0C69C9,徳川慶喜,74,1806,,歴史,HIGH
P11C6BE5,秋吉敏子,74,1929,,音楽,HIGH
P58515C0,ハービー・ハンコック,74,1942,,音楽,HIGH
PC88CC2C,馬英九,74,1946,,政治・社会,HIGH
PEA55556,ベネディクト・アンダーソン,74,1940,,学術・研究,HIGH
P52690D0,大杉栄,74,1885,,政治・社会,HIGH
PE83A74B,ニック・ドレイク,74,1906,,音楽,HIGH
PC821183,丸谷才一,74,1945,,芸術・文化,HIGH
PF49C97F,エルンスト,74,1914,,芸術・文化,HIGH
P76A1E86,ピアジェ,74,1907,,学術・研究,HIGH
P704445B,片平なぎさ,74,1919,,映画・演劇,HIGH
P25FB18A,ミヒャエル・ジャクソン,74,1944,,芸術・文化,HIGH
PBF21743,豊川悦司,74,1945,,映画・演劇,HIGH
PE3BF185,小宮山宏,74,1940,,科学・技術,HIGH
P45509DD,メンデルスゾーン,74,1809,,音楽,HIGH
P539B1EC,イングリッド・バーグマン,74,1899,,映画・演劇,HIGH
PF641E2B,森喜朗,74,1949,,スポーツ,HIGH
PF72BA3A,ハーバート・サイモン,74,1925,,科学・技術,HIGH
PFCF0080,中村正直,74,1832,,学術・研究,HIGH
P2B2244F,佐藤功一,74,1926,,芸術・文化,HIGH
P854B6AD,ダグ・ハマーショルド,74,1891,,政治・社会,HIGH
P7784AE9,ウィリアム・ショックレー,74,1892,,科学・技術,HIGH
P7FECC1C,シンボリルドルフ,74,1880,,競走馬,HIGH
PCBC91AD,ライオネル・リッチー,74,1949,,音楽,HIGH
PA6855FE,岩崎弥之助,74,1851,,ビジネス,HIGH
PB8F6F8B,イタロ・カルヴィーノ,74,1923,,芸術・文化,HIGH
P19E01E4,ベニト・ムッソリーニ,74,1862,,歴史,HIGH
PC9F08C7,森本雅樹,74,1906,,学術・研究,HIGH
P7728C56,家永三郎,74,1915,,学術・研究,HIGH
P9AE8D4B,みうらじゅん,74,1940,,エンターテイメント,HIGH
P8E7EA2C,横光利一,74,1865,,文学,HIGH
P6A013AD,ノーマン・ロックウェル,74,1898,,芸術・文化,HIGH
P525811F,佐々木毅,74,1941,,学術・研究,HIGH
PC6F7DA3,谷口治郎,74,1913,,芸術・文化,HIGH
P2975AFD,津田匠子,74,1922,,芸術・文化,HIGH
P9635FF4,中島董一郎,74,1915,,科学・技術,HIGH
P88782FF,アルバート・サビン,75,1906,,科学・技術,MEDIUM
P32C0157,小野寺昭,75,1876,,映画・演劇,MEDIUM
P0DB0143,松田美由紀,75,1878,,映画・演劇,MEDIUM
P401FC95,岩下志麻,75,1940,,映画・演劇,MEDIUM
PA3EE75D,森重文,75,1935,,学術・研究,MEDIUM
P19B2626,里見弴,75,1907,,文学,MEDIUM
P09FE8EE,トルステン・フィンク,75,1921,,スポーツ,MEDIUM
PB1A6DE4,古今亭菊之丞,75,1945,,芸術・文化,MEDIUM
P0C9B285,クリント・イーストウッド,75,1930,,映画・演劇,MEDIUM
PB3C071F,ピエール・ブーレーズ,75,1925,,音楽,MEDIUM
PE9BA1F5,内藤廣,75,1883,,芸術・文化,MEDIUM
P2D76475,プルースト,75,1839,,芸術・文化,MEDIUM
P5701315,井伊直弼,75,1800,,大名・大老,MEDIUM
P363357B,泉鏡花,75,1853,,文学,MEDIUM
P7E16309,八木宏,75,1895,,科学・技術,MEDIUM
P9519282,マッコイ・タイナー,75,1915,,音楽,MEDIUM
PE2B3FFC,スザンヌ・ヴェガ,75,1921,,音楽,MEDIUM
P3E2109E,徳永英明,75,1941,,音楽,MEDIUM
P6F90194,坂上二郎,75,1917,,エンターテイメント,MEDIUM
P1673F56,佐藤正午,75,1921,,文学,MEDIUM
PAFBB13C,アレクサンダー・ハミルトン,75,1757,,政治・社会,MEDIUM
P0FA45D4,パット・ラフター,75,1919,,スポーツ,MEDIUM
P62765E9,井上陽水,75,1948,,音楽,MEDIUM
P5525D21,西澤潤一,75,1926,,科学・技術,MEDIUM
P4DEE500,市川團十郎,75,1947,,映画・演劇,MEDIUM
P3C81234,ファビオ・クアルタラロ,75,1939,,スポーツ,MEDIUM
PF46DAC8,村上信夫,75,1951,,芸術・文化,MEDIUM
PE225932,マギー・スミス,75,1934,2024.0,映画・演劇,MEDIUM
P34367BE,ビント・サーフ,75,1943,,科学・技術,MEDIUM
P00824C5,佐藤綾乃,75,1892,,スポーツ,MEDIUM
P6A6824B,中田喜直,75,1904,,音楽,MEDIUM
P6115018,ミロス・フォアマン,75,1945,,芸術・文化,MEDIUM
PA7686AA,ジョン・ピアポント・モルガン,75,1843,,ビジネス,MEDIUM
P760A131,ロラン・バルト,75,1899,,文学,MEDIUM
PB9CAAB8,ジョゼフ・スティグリッツ,75,1944,,政治・社会,MEDIUM
P26F5CF5,西沢立衛,75,1947,,芸術・文化,MEDIUM
P1BD4896,レミー・ボンヤスキー,75,1922,,スポーツ,MEDIUM
P1A7BCC1,オリバー・ストーン,75,1936,,映画・演劇,MEDIUM
PA5D44A4,ボニー・レイット,94,1910,,音楽,MEDIUM
P0175371,荻原規子,94,1912,,芸術・文化,MEDIUM
PE9BA1F5,内藤廣,94,1883,,芸術・文化,MEDIUM
P211E08B,鳥井信一郎,94,1918,,ビジネス,MEDIUM
P365C794,藤原松三郎,94,1878,,学術・研究,MEDIUM
PCD10ADB,エルンスト・ハッケル,94,1821,,科学・技術,MEDIUM
PDD5C93A,假屋崎省吾,94,1928,,芸術・文化,MEDIUM
P257E099,松たか子,94,1910,,映画・演劇,MEDIUM
P940F8D1,谷口吉郎,94,1916,,芸術・文化,MEDIUM
PC306980,中岡慎太郎,94,1819,,歴史,MEDIUM
P363357B,泉鏡花,94,1853,,文学,MEDIUM
P5580115,ヨハネス・ファン・デル・ワールス,94,1857,,科学・技術,MEDIUM
P0178103,松本幸四郎,94,1929,,芸術・文化,MEDIUM
P51324AE,川内康範,94,1920,,音楽,MEDIUM
PDDFFE60,杉田玄白,94,1753,,歴史,MEDIUM
P81F1C8C,青山禎一,94,1910,,科学・技術,MEDIUM
P3650EC6,オスカー・ピーターソン,94,1920,,音楽,MEDIUM
P09D3693,フリードリヒ・エンゲルス,95,1821,,学術・研究,HIGH
PA5AF44C,嘉納治五郎,95,1868,,学術・研究,HIGH
P3D7A477,エミリー・ディキンソン,95,1804,,文学,HIGH
PC239DD8,石川啄木,95,1868,,芸術・文化,HIGH
P5015667,ザック・デ・ラ・ロチャ,95,1878,,音楽,HIGH
P837A910,椎名誠,95,1890,,文学,HIGH
P4E1CEDB,小津映司,95,1921,,映画・演劇,HIGH
PEF557F7,イモトアヤコ,95,1922,,芸術・文化,HIGH
PCD4254E,狩野芳崖,95,1828,,芸術・文化,HIGH
P6884DD2,川崎正六,95,1837,,ビジネス,HIGH
P7EF1CB6,渡辺和子,95,1927,,科学・技術,HIGH
PF99B77F,ロマン・ポランスキー,95,1924,,芸術・文化,HIGH
P539B1EC,イングリッド・バーグマン,95,1899,,映画・演劇,HIGH
PCF91064,佐治敬三,95,1923,,ビジネス,HIGH
PA42966B,石田えり,95,1923,,映画・演劇,HIGH
P6B3EB72,柳田理科雄,95,1901,,ビジネス,HIGH
PCF3D014,河合敦,95,1923,,芸術・文化,HIGH
PE785111,淡谷のり子,95,1907,,音楽,HIGH
PD612686,谷村新司,95,1928,,芸術・文化,HIGH
P27E9AC6,ルドルフ・ヌレエフ,95,1907,,芸術・文化,HIGH
P649A25A,ダグラス・エンゲルバート,95,1923,,科学・技術,HIGH
PA85E61E,コンスタブル,95,1777,,芸術・文化,HIGH
P25A201B,小早川隆元,95,1922,,歴史,HIGH
PB4E4A57,ピーター・オトゥール,95,1886,,映画・演劇,HIGH
P31E16A2,徳冨蘆花,95,1842,,文学,HIGH
P2D0DF51,ハーランド・サンダース,95,1890,,ビジネス,HIGH
P0F28A86,メンデレーエフ,95,1834,,学術・研究,HIGH
PB6C3DF8,藤田敏八,95,1893,,映画・演劇,HIGH
P5AC768C,マーサ・スチュワート,95,1745,,ビジネス,HIGH
P2362577,ビル・ジョイ,95,1920,,科学・技術,HIGH
PDBF3846,ジャック・アタリ,95,1911,,政治・社会,HIGH
P6F66CF7,オーネット・コールマン,95,1923,,音楽,HIGH
P7784AE9,ウィリアム・ショックレー,95,1892,,科学・技術,HIGH
P02FA518,北里柴三郎,95,1856,,科学・技術,HIGH
PB32DFA5,小村寿太郎,95,1889,,歴史,HIGH
PA75F71D,ディオンヌ・ワーウィック,95,1911,,音楽,HIGH
PFBADADA,ジョゼフ・フーリエ,95,1747,,科学・技術,HIGH
P837A0C7,ブレンダン・アイク,95,1914,,科学・技術,HIGH
P1ACF5AC,西周,95,1829,,学術・研究,HIGH
PCFDE9BF,モンタナ・ジョー,95,1919,,スポーツ,HIGH
PBF55C83,ダニエル・ウェブスター,95,1782,,政治・社会,HIGH
PCACF351,三木清,95,1897,,学術・研究,HIGH
P3FB36E4,古河虎之助,95,1835,,ビジネス,HIGH
P4142CE2,パブロ・カザルス,95,1880,,音楽,HIGH
P09CAC0D,中村明彦,95,1881,,芸術・文化,HIGH
P7A1C910,橋本周司,95,1915,,科学・技術,HIGH
P2D65B13,チェーザレ・シエピ,95,1923,,音楽,HIGH
P623A101,ノーバート・ウィーナー,95,1871,,科学・技術,HIGH
P023411B,新田次郎,95,1891,,文学,HIGH
P455A1CE,ジョージ・オーウェル,95,1890,,文学,HIGH
P625F526,中井貴一,95,1920,,映画・演劇,HIGH
P72A4F6C,西島和彦,95,1906,,科学・技術,HIGH
PFEA3A28,イアン・アンダーソン,96,1904,,音楽,HIGH
PE78C4EE,ジャン・ジュネ,96,1887,,芸術・文化,HIGH
PE3B8951,近藤淳,96,1906,,学術・研究,HIGH
P5835E4F,土井利忠,96,1920,,科学・技術,HIGH
P445B6E4,住友友純,96,1845,,ビジネス,HIGH
P71FF654,河野洋平,96,1918,,政治・社会,HIGH
P39AE4DB,ピョートル・チャイコフスキー,96,1840,,音楽,HIGH
P8400749,高良健吾,96,1923,,映画・演劇,HIGH
P476BE02,ハーバー,96,1869,,科学・技術,HIGH
P06ABC59,キタサンブラック,96,1914,,競走馬,HIGH
PE785111,淡谷のり子,96,1907,,音楽,HIGH
P6D52AB2,杉野遥亮,96,1869,,映画・演劇,HIGH
P4A3EA93,豊島圓山,96,1924,,芸術・文化,HIGH
PC6610E0,鶴田浩二,96,1925,,俳優・女優,HIGH
P6896A99,広田弘毅,96,1890,,政治・社会,HIGH
P09F13FF,石母田正,96,1905,,学術・研究,HIGH
P0F9492A,カラヤン,96,1908,,音楽,HIGH
P5168246,ヘルマン・ヘッセ,96,1874,,芸術・文化,HIGH
PD68AC25,安重根,96,1859,,歴史,HIGH
P37122AD,ニールス・ボーア,96,1845,,科学・技術,HIGH
PD33B1E5,石橋蓮司,96,1923,,芸術・文化,HIGH
P51EDA95,クロード・シャブロル,96,1878,,芸術・文化,HIGH
P85A40D5,フラナリー・オコナー,96,1925,,文学,HIGH
P98B022E,緒方貞子,96,1928,,政治・社会,HIGH
P54B1A01,古関裕而,96,1883,,音楽,HIGH
PDAFAC58,グレッグ・メンデル,96,1840,,学術・研究,HIGH
PE8F4B11,林芙美子,96,1875,,芸術・文化,HIGH
P04F9A8C,土井晩翠,96,1872,,学術・研究,HIGH
P6464BDE,ジョン・メンデル・ケインズ,96,1891,,学術・研究,HIGH
PE5E54B4,千田正穂,96,1922,,芸術・文化,HIGH
P0404C3E,瑛太,96,1864,,映画・演劇,HIGH
P649A25A,ダグラス・エンゲルバート,96,1923,,科学・技術,HIGH
P01CCA08,大村はま,96,1906,,学術・研究,HIGH
PD901B1D,バルテュス,96,1907,,芸術・文化,HIGH
P1BD4896,レミー・ボンヤスキー,96,1922,,スポーツ,HIGH
PCB00494,小川洋子,96,1907,,文学,HIGH
PAE468B5,ジーン・ワイルダー,96,1920,,映画・演劇,HIGH
P86EF3D3,岸田劉生,96,1882,,芸術・文化,HIGH
PADFA5C7,ジョー・モンタナ,96,1910,,スポーツ,HIGH
PA8C201C,ハイフェッツ,96,1901,,音楽,HIGH
P023411B,新田次郎,96,1891,,文学,HIGH
PB32DFA5,小村寿太郎,96,1889,,歴史,HIGH
PACD29A6,カルメン・マキ,96,1895,,音楽,HIGH
PF1E1C45,アーティ・ショー,96,1910,,音楽,HIGH
P8FFC369,河原雅彦,96,1903,,科学・技術,HIGH
P0FA45D4,パット・ラフター,96,1919,,スポーツ,HIGH
P09D3693,フリードリヒ・エンゲルス,96,1821,,学術・研究,HIGH
PD7365BD,セサル・アイラ,96,1916,,芸術・文化,HIGH
PC631F74,服部良一,96,1907,,音楽,HIGH
P1EDCCBE,メジロマックイーン,96,1914,,競走馬,HIGH
P165B1E5,立花道雪,96,1912,,歴史,HIGH
P7D26136,ポカホンタス,96,1914,,歴史,HIGH
PA4A2F95,夏川草介,96,1916,,芸術・文化,HIGH
PD4F5843,松本清,96,1929,,科学・技術,HIGH
PF32E605,フランツ・ボアズ,96,1859,,学術・研究,HIGH
PCD4254E,狩野芳崖,96,1828,,芸術・文化,HIGH
PA4EDCA3,宮本三郎,96,1919,,芸術・文化,HIGH
P8078ECE,ダヴィッド・オイストラフ,96,1903,,音楽,HIGH
P1D07CC6,塩田千春,96,1929,,芸術・文化,HIGH
PAC72636,本多光太郎,96,1870,,科学・技術,HIGH
P1B3F08F,ロイ・リキテンスタイン,96,1899,,芸術・文化,HIGH
P2CE8672,森崎ウィン,96,1892,,映画・演劇,HIGH
PDCB3AE0,オルガ・コルブト,96,1893,,芸術・文化,HIGH
P73422E6,芥川龍之介,97,1892,,文学,HIGH
P1FAC6A9,伊藤智仁,97,1925,,スポーツ,HIGH
P0178103,松本幸四郎,97,1929,,芸術・文化,HIGH
P06ABC59,キタサンブラック,97,1914,,競走馬,HIGH
P47C7583,江口洋介,97,1876,,映画・演劇,HIGH
PD616F8D,加藤文太郎,97,1892,,探検・冒険,HIGH
PA916E60,フィリップ・K・ディック,97,1910,,文学,HIGH
PCF8786B,橋本左内,97,1865,,科学・技術,HIGH
PC625F77,カール・オルフ,97,1887,,音楽,HIGH
P749410B,鈴木三重吉,97,1879,,学術・研究,HIGH
P4DB03E0,島津斉彬,97,1798,,科学・技術,HIGH
P98B022E,緒方貞子,97,1928,,政治・社会,HIGH
PAF4452A,岩崎弥太郎,97,1835,,ビジネス,HIGH
P09A8052,シャーリー・テンプル,97,1929,,映画・演劇,HIGH
PD1403E0,御木本幸吉,97,1864,,ビジネス,HIGH
P048AEBD,永瀬正敏,97,1919,,映画・演劇,HIGH
P0F100A1,オーム,97,1927,,科学・技術,HIGH
P45428FA,ガスパール・モンジュ,97,1746,,学術・研究,HIGH
P0E7C84B,新井民夫,97,1914,,科学・技術,HIGH
PECEDBB6,スティーブン・グールド,97,1919,,学術・研究,HIGH
P9AC4F2E,緒方洪庵,97,1802,,科学・技術,HIGH
P1825C24,星浩,97,1907,,政治・社会,HIGH
PA0F615C,柴田よしき,97,1923,,文学,HIGH
PACF45BC,トーマス・クーン,97,1923,,学術・研究,HIGH
PAB47572,フォード,97,1899,,政治・社会,HIGH
P763C86F,津田青楓,97,1886,,芸術・文化,HIGH
P4F5BE7E,シモン・ペレス,97,1929,,政治・社会,HIGH
P0D18B34,エドセル・フォード,97,1898,,ビジネス,HIGH
PDF73A6E,田中一村,97,1901,,芸術・文化,HIGH
P6E435DB,小田稔,97,1919,,学術・研究,HIGH
P1FE85AF,久米是志,97,1920,,科学・技術,HIGH
P188D902,渡哲也,97,1924,,映画・演劇,HIGH
P4E95933,大隈重信,97,1827,,学術・研究,HIGH
P648948F,加藤高明,97,1860,,政治・社会,HIGH
PBE935C1,ジョン・ウェズリー・パウエル,97,1834,,探検・冒険,HIGH
P4B5B9D3,十朱幸代,97,1908,,芸術・文化,HIGH
PC8F6B3C,吉田拓郎,97,1880,,音楽,HIGH
PEBD8496,ボリス・エリツィン,97,1928,,政治・社会,HIGH
PE9BA1F5,内藤廣,97,1883,,芸術・文化,HIGH
P3CDDD44,梅原龍三郎,97,1873,,芸術・文化,HIGH
P4FD2F46,住友友房,97,1845,,ビジネス,HIGH
P6345DFA,ケネス・ブラナー,97,1905,,映画・演劇,HIGH
P89D9215,エッシャー,97,1898,,芸術・文化,HIGH
P8EBADCE,堀江謙一,97,1895,,探検・冒険,HIGH
P7784AE9,ウィリアム・ショックレー,97,1892,,科学・技術,HIGH
PC306980,中岡慎太郎,97,1819,,歴史,HIGH
PFB29DD9,フランク・トーマス,97,1912,,スポーツ,HIGH
PF6A8D3E,ジャン・ジオノ,97,1872,,芸術・文化,HIGH
P382DFEC,團伊玖磨,97,1924,,音楽,HIGH
PE06B00C,シンザン,97,1924,,競走馬,HIGH
P18F0F2D,田中信夫,97,1906,,芸術・文化,HIGH
P4A3EA93,豊島圓山,97,1924,,芸術・文化,HIGH
P02A513D,岩村明憲,97,1880,,スポーツ,HIGH
P9FD850A,アーネスト・ラザフォード,97,1872,,学術・研究,HIGH
P2ED3A2C,下野紘,97,1876,,エンターテイメント,HIGH
PBB3EAC0,マックス・プランク,97,1835,,科学・技術,HIGH
P7CBFE95,スペシャルウィーク,97,1917,,競走馬,HIGH
P819093A,エミール・ガレ,97,1850,,芸術・文化,HIGH
P9B289C7,古畑種基,97,1861,,学術・研究,HIGH
PE81001C,今井むつみ,97,1919,,学術・研究,HIGH
P62F93CE,シモン・ボリバル,97,1749,,歴史,HIGH
PC020FF0,スティーヴ・ハウ,97,1891,,音楽,HIGH
P052368C,マーク・ロスコ,97,1879,,芸術・文化,HIGH
P7FECC1C,シンボリルドルフ,97,1880,,競走馬,HIGH
P404FFB7,森昌子,97,1893,,音楽,HIGH
P2A228C3,俵屋宗達,97,1914,,芸術・文化,HIGH
P69F3D9C,勝海舟,97,1823,,芸術・文化,HIGH
PA43965D,大石内蔵助,97,1786,,歴史,HIGH
PB235A5C,ジョゼ・サラマーゴ,97,1916,,文学,HIGH
P641F985,清水幾太郎,97,1886,,学術・研究,HIGH
PDB9C688,五島美代子,97,1913,,芸術・文化,HIGH
PD41887,マルコムX,97,1926,,政治・社会,HIGH
P38F7CE6,シューマン,97,1810,,音楽,HIGH
P19E01E4,ベニト・ムッソリーニ,97,1862,,歴史,HIGH
PBA8D55D,井上円了,97,1838,,学術・研究,HIGH
P534CFFD,グレゴリー・バテソン,97,1896,,科学・技術,HIGH
P00C1626,ジュール・ヴェルヌ,97,1817,,文学,HIGH
PE290C51,ポール・デズモンド,97,1925,,音楽,HIGH
P6D46023,リチャード・フランシス・バートン,97,1821,,探検・冒険,HIGH
P6464BDE,ジョン・メンデル・ケインズ,97,1891,,学術・研究,HIGH
P6029CA5,リーマン,97,1827,,学術・研究,HIGH
PC93111E,チャールズ・ポンジ,97,1845,,歴史,HIGH
P17C54D6,辰野金吾,97,1844,,芸術・文化,HIGH
P7554735,ハロルド・ユーリー,97,1874,,学術・研究,HIGH
P234A619,橋本治,97,1868,,学術・研究,HIGH
P12B3C89,山崎豊子,97,1923,,学術・研究,HIGH
P4142CE2,パブロ・カザルス,97,1880,,音楽,HIGH
PF1C4EAE,ハンス・セリエ,97,1907,,学術・研究,HIGH
PE92CCA4,ルイ・ヴィトン,97,1821,,芸術・文化,HIGH
PB150289,スタンダール,97,1748,,文学,HIGH
PE0F6386,加賀美幸子,97,1907,,芸術・文化,HIGH
PA910939,岩倉具視,97,1797,,歴史,HIGH
P0D6151D,バリー・ギブ,97,1878,,音楽,HIGH
PC9ACCF1,深澤辰哉,97,1875,,エンターテイメント,HIGH
P4D24599,堀辰雄,97,1882,,文学,HIGH
P03F4135,深川栄洋,97,1922,,芸術・文化,HIGH
P5272DB6,小野不由美,97,1922,,芸術・文化,HIGH
P0A7B73A,リムスキー＝コルサコフ,97,1806,,音楽,HIGH
P8819533,シーメンス,97,1819,,科学・技術,HIGH
P0BBF0D1,イーサン・コーエン,97,1927,,映画・演劇,HIGH
PEB61F17,フランツ・リスト,97,1812,,芸術・文化,HIGH
P03BC8E7,菊池涼介,97,1925,,スポーツ,HIGH
PBB9C4C1,津田梅子,97,1865,,歴史,HIGH
P7BED8D6,鈴木道雄,97,1905,,ビジネス,HIGH
PDBF3846,ジャック・アタリ,98,1911,,政治・社会,HIGH
P837A910,椎名誠,98,1890,,文学,HIGH
PA8C201C,ハイフェッツ,98,1901,,音楽,HIGH
P0404C3E,瑛太,98,1864,,映画・演劇,HIGH
P7277239,小平邦彦,98,1902,,学術・研究,HIGH
PDE1790F,柏原正樹,98,1903,,学術・研究,HIGH
P4A2F1A7,桑原武夫,98,1917,,科学・技術,HIGH
P06ABC59,キタサンブラック,98,1914,,競走馬,HIGH
PF4A7532,ジョージ・ブッシュ,98,1927,,政治・社会,HIGH
P0D9360F,森村誠一,98,1921,,芸術・文化,HIGH
PACF45BC,トーマス・クーン,98,1923,,学術・研究,HIGH
