person_name,age,category,fame_score,existing_eps
QuizKnock 伊沢拓司,1,学術・研究,70.0,0
水溜りボンド カンタ,1,エンターテイメント,70.0,0
小野伸二,1,スポーツ,70.0,1
氷川きよし,1,音楽,70.0,1
志位和夫,1,政治・社会,70.0,1
ノーマン・リア,1,エンターテイメント,70.0,1
ウィンストン・チャーチル,1,政治・社会,70.0,1
ONE OK ROCK,1,音楽,70.0,1
スガシカオ,1,音楽,70.0,0
ウェイン・ショーター,1,音楽,70.0,1
小渕恵三,1,政治・社会,70.0,1
ウェス・アンダーソン,1,映画・演劇,70.0,1
ハリー・ベラフォンテ,1,音楽,70.0,1
笠原将弘,1,芸術・文化,70.0,0
ハルク・ホーガン,1,スポーツ,70.0,1
今敏,1,アニメ・漫画・ゲーム,70.0,0
りゅうちぇる,1,エンターテイメント,70.0,0
石川さゆり,1,音楽,70.0,1
今田耕司,1,エンターテイメント,70.0,1
鈴木裕,1,アニメ・漫画・ゲーム,70.0,0
ハービー・ハンコック,1,音楽,70.0,1
バカリズム,1,エンターテイメント,70.0,1
ゆうこりん（小倉優子）,1,エンターテイメント,70.0,0
ジョージ・ソロス,1,ビジネス,70.0,1
悠木碧,1,エンターテイメント,70.0,0
沢城みゆき,1,エンターテイメント,70.0,0
RADWIMPSの野田洋次郎,1,音楽,70.0,1
青木昌彦,1,学術・研究,70.0,0
ジミ・ヘンドリックス,1,音楽,70.0,1
ミック・ジャガー,1,音楽,70.0,1
陣内智則,1,エンターテイメント,70.0,1
くりぃむしちゅー,1,エンターテイメント,70.0,1
エリック・クラプトン,1,音楽,70.0,1
ジミー・ペイジ,1,音楽,70.0,1
きんさんぎんさん（蟹江ぎん）,1,エンターテイメント,70.0,0
宮内義彦,1,ビジネス,70.0,1
白洲次郎,1,歴史,70.0,0
きんさんぎんさん（成田きん）,1,エンターテイメント,70.0,0
冨山和彦,1,ビジネス,70.0,0
きゃりーぱみゅぱみゅ,1,音楽,70.0,1
出崎統,1,アニメ・漫画・ゲーム,70.0,0
ジム・ジャームッシュ,1,映画・演劇,70.0,1
畑岡奈紗,1,スポーツ,70.0,1
ジェームズ・ラブロック,1,科学・技術,70.0,1
浜田雅功,1,エンターテイメント,70.0,1
浜辺美波,1,俳優・女優,70.0,1
前田利家,1,政治・社会,70.0,0
ジェンスン・ファン,1,ビジネス,70.0,1
細川護熙,1,政治・社会,70.0,1
ビリー・ホリデイ,1,音楽,70.0,1
エルヴィス・プレスリー,1,音楽,70.0,1
ビル・エヴァンス,1,音楽,70.0,1
甲本ヒロト,1,音楽,70.0,0
阿部詩,1,スポーツ,70.0,1
宮川大輔,1,エンターテイメント,70.0,0
真島昌利,1,音楽,70.0,0
Fischer's シルクロード,1,エンターテイメント,70.0,0
パット・メセニー,1,音楽,70.0,1
河野太郎,1,政治・社会,70.0,1
富澤たけし,1,エンターテイメント,70.0,1
エマニュエル・マクロン,1,政治・社会,70.0,1
粗品,1,エンターテイメント,70.0,1
メル・ブルックス,1,エンターテイメント,70.0,1
宮野真守,1,エンターテイメント,70.0,0
倖田來未,1,音楽,70.0,1
ベティ・ホワイト,77,エンターテイメント,70.0,1
長井龍雪,77,アニメ・漫画・ゲーム,70.0,0
伊藤元重,77,学術・研究,70.0,0
根岸隆,77,学術・研究,70.0,0
ジョン・マッケンタイア,77,音楽,70.0,1
小林慶一郎,77,学術・研究,70.0,0
伊達みきお,77,エンターテイメント,70.0,1
ジョン・ボーナム,77,音楽,70.0,1
鎌田大地,77,スポーツ,70.0,1
伊達政宗,77,歴史,70.0,1
バラク・オバマ,77,政治・社会,70.0,1
筑紫哲也,77,政治・社会,70.0,0
ヤン・ルカン,77,科学・技術,70.0,1
裕仁（昭和天皇）,77,政治・社会,70.0,0
江國香織,77,文学,70.0,0
ジョン・シナ,77,スポーツ,70.0,1
佐倉綾音,77,エンターテイメント,70.0,0
ジョン・コルトレーン,77,音楽,70.0,1
矢部浩之,77,エンターテイメント,70.0,1
ひろゆき,77,エンターテイメント,70.0,0
佐藤オオキ,77,芸術・文化,70.0,0
佐藤優,77,学術・研究,70.0,0
ジョルジュ・サンピエール,77,スポーツ,70.0,1
エディ・ヴェダー,77,音楽,70.0,1
ジョニー・グリーンウッド,77,音楽,70.0,1
池田秀一,77,エンターテイメント,70.0,0
ウラジーミル・プーチン,77,政治・社会,70.0,1
西岡良仁,77,スポーツ,70.0,1
QuizKnock 伊沢拓司,77,学術・研究,70.0,0
アインシュタイン,77,科学・技術,70.0,2
水溜りボンド カンタ,77,エンターテイメント,70.0,0
小野伸二,77,スポーツ,70.0,1
氷川きよし,77,音楽,70.0,1
志位和夫,77,政治・社会,70.0,1
ノーマン・リア,77,エンターテイメント,70.0,1
ウィンストン・チャーチル,77,政治・社会,70.0,1
ONE OK ROCK,77,音楽,70.0,1
スガシカオ,77,音楽,70.0,0
ウェイン・ショーター,77,音楽,70.0,1
小渕恵三,77,政治・社会,70.0,1
ウェス・アンダーソン,77,映画・演劇,70.0,1
ハリー・ベラフォンテ,77,音楽,70.0,1
笠原将弘,77,芸術・文化,70.0,0
ハルク・ホーガン,77,スポーツ,70.0,1
今敏,77,アニメ・漫画・ゲーム,70.0,0
りゅうちぇる,77,エンターテイメント,70.0,0
石川さゆり,77,音楽,70.0,1
今田耕司,77,エンターテイメント,70.0,1
鈴木裕,77,アニメ・漫画・ゲーム,70.0,0
ハービー・ハンコック,77,音楽,70.0,1
バカリズム,77,エンターテイメント,70.0,1
ゆうこりん（小倉優子）,77,エンターテイメント,70.0,0
ジョージ・ソロス,77,ビジネス,70.0,1
悠木碧,77,エンターテイメント,70.0,0
沢城みゆき,77,エンターテイメント,70.0,0
RADWIMPSの野田洋次郎,77,音楽,70.0,1
青木昌彦,77,学術・研究,70.0,0
ジミ・ヘンドリックス,77,音楽,70.0,1
ミック・ジャガー,77,音楽,70.0,1
陣内智則,77,エンターテイメント,70.0,1
くりぃむしちゅー,77,エンターテイメント,70.0,1
エリック・クラプトン,77,音楽,70.0,1
ジミー・ペイジ,77,音楽,70.0,1
きんさんぎんさん（蟹江ぎん）,77,エンターテイメント,70.0,0
宮内義彦,77,ビジネス,70.0,1
白洲次郎,77,歴史,70.0,0
きんさんぎんさん（成田きん）,77,エンターテイメント,70.0,0
冨山和彦,77,ビジネス,70.0,0
きゃりーぱみゅぱみゅ,77,音楽,70.0,1
出崎統,77,アニメ・漫画・ゲーム,70.0,0
ジム・ジャームッシュ,77,映画・演劇,70.0,1
畑岡奈紗,77,スポーツ,70.0,1
ジェームズ・ラブロック,77,科学・技術,70.0,1
浜田雅功,77,エンターテイメント,70.0,1
浜辺美波,77,俳優・女優,70.0,1
前田利家,77,政治・社会,70.0,0
ジェンスン・ファン,77,ビジネス,70.0,1
細川護熙,77,政治・社会,70.0,1
ビリー・ホリデイ,77,音楽,70.0,1
エルヴィス・プレスリー,77,音楽,70.0,1
ビル・エヴァンス,77,音楽,70.0,1
甲本ヒロト,77,音楽,70.0,0
阿部詩,77,スポーツ,70.0,1
宮川大輔,77,エンターテイメント,70.0,0
真島昌利,77,音楽,70.0,0
Fischer's シルクロード,77,エンターテイメント,70.0,0
パット・メセニー,77,音楽,70.0,1
河野太郎,77,政治・社会,70.0,1
富澤たけし,77,エンターテイメント,70.0,1
エマニュエル・マクロン,77,政治・社会,70.0,1
粗品,77,エンターテイメント,70.0,1
メル・ブルックス,77,エンターテイメント,70.0,1
ベティ・ホワイト,10,エンターテイメント,70.0,1
長井龍雪,10,アニメ・漫画・ゲーム,70.0,0
伊藤元重,10,学術・研究,70.0,0
根岸隆,10,学術・研究,70.0,0
ジョン・マッケンタイア,10,音楽,70.0,1
小林慶一郎,10,学術・研究,70.0,0
伊達みきお,10,エンターテイメント,70.0,1
ジョン・ボーナム,10,音楽,70.0,1
鎌田大地,10,スポーツ,70.0,1
伊達政宗,10,歴史,70.0,1
バラク・オバマ,10,政治・社会,70.0,1
筑紫哲也,10,政治・社会,70.0,0
ヤン・ルカン,10,科学・技術,70.0,1
裕仁（昭和天皇）,10,政治・社会,70.0,0
江國香織,10,文学,70.0,0
ジョン・シナ,10,スポーツ,70.0,1
佐倉綾音,10,エンターテイメント,70.0,0
ジョン・コルトレーン,10,音楽,70.0,1
矢部浩之,10,エンターテイメント,70.0,1
ひろゆき,10,エンターテイメント,70.0,0
佐藤オオキ,10,芸術・文化,70.0,0
佐藤優,10,学術・研究,70.0,0
ジョルジュ・サンピエール,10,スポーツ,70.0,1
エディ・ヴェダー,10,音楽,70.0,1
ジョニー・グリーンウッド,10,音楽,70.0,1
池田秀一,10,エンターテイメント,70.0,0
ウラジーミル・プーチン,10,政治・社会,70.0,1
西岡良仁,10,スポーツ,70.0,1
QuizKnock 伊沢拓司,10,学術・研究,70.0,0
アインシュタイン,10,科学・技術,70.0,2
水溜りボンド カンタ,10,エンターテイメント,70.0,0
小野伸二,10,スポーツ,70.0,1
氷川きよし,10,音楽,70.0,1
志位和夫,10,政治・社会,70.0,1
ノーマン・リア,10,エンターテイメント,70.0,1
ウィンストン・チャーチル,10,政治・社会,70.0,1
ONE OK ROCK,10,音楽,70.0,1
スガシカオ,10,音楽,70.0,0
ウェイン・ショーター,10,音楽,70.0,1
小渕恵三,10,政治・社会,70.0,1
ウェス・アンダーソン,10,映画・演劇,70.0,1
ハリー・ベラフォンテ,10,音楽,70.0,1
笠原将弘,10,芸術・文化,70.0,0
ハルク・ホーガン,10,スポーツ,70.0,1
今敏,10,アニメ・漫画・ゲーム,70.0,0
りゅうちぇる,10,エンターテイメント,70.0,0
石川さゆり,10,音楽,70.0,1
今田耕司,10,エンターテイメント,70.0,1
鈴木裕,10,アニメ・漫画・ゲーム,70.0,0
ハービー・ハンコック,10,音楽,70.0,1
バカリズム,10,エンターテイメント,70.0,1
ゆうこりん（小倉優子）,10,エンターテイメント,70.0,0
ジョージ・ソロス,10,ビジネス,70.0,1
悠木碧,10,エンターテイメント,70.0,0
沢城みゆき,10,エンターテイメント,70.0,0
RADWIMPSの野田洋次郎,10,音楽,70.0,1
青木昌彦,10,学術・研究,70.0,0
ジミ・ヘンドリックス,10,音楽,70.0,1
ミック・ジャガー,10,音楽,70.0,1
陣内智則,10,エンターテイメント,70.0,1
くりぃむしちゅー,10,エンターテイメント,70.0,1
エリック・クラプトン,10,音楽,70.0,1
ジミー・ペイジ,10,音楽,70.0,1
きんさんぎんさん（蟹江ぎん）,10,エンターテイメント,70.0,0
宮内義彦,10,ビジネス,70.0,1
白洲次郎,10,歴史,70.0,0
きんさんぎんさん（成田きん）,10,エンターテイメント,70.0,0
冨山和彦,10,ビジネス,70.0,0
きゃりーぱみゅぱみゅ,10,音楽,70.0,1
出崎統,10,アニメ・漫画・ゲーム,70.0,0
ジム・ジャームッシュ,10,映画・演劇,70.0,1
畑岡奈紗,10,スポーツ,70.0,1
ジェームズ・ラブロック,10,科学・技術,70.0,1
浜田雅功,10,エンターテイメント,70.0,1
浜辺美波,10,俳優・女優,70.0,1
前田利家,10,政治・社会,70.0,0
ジェンスン・ファン,10,ビジネス,70.0,1
細川護熙,10,政治・社会,70.0,1
ビリー・ホリデイ,10,音楽,70.0,1
エルヴィス・プレスリー,10,音楽,70.0,1
ビル・エヴァンス,10,音楽,70.0,1
甲本ヒロト,10,音楽,70.0,0
阿部詩,10,スポーツ,70.0,1
宮川大輔,10,エンターテイメント,70.0,0
真島昌利,10,音楽,70.0,0
Fischer's シルクロード,10,エンターテイメント,70.0,0
パット・メセニー,10,音楽,70.0,1
河野太郎,10,政治・社会,70.0,1
富澤たけし,10,エンターテイメント,70.0,1
エマニュエル・マクロン,10,政治・社会,70.0,1
粗品,10,エンターテイメント,70.0,1
メル・ブルックス,10,エンターテイメント,70.0,1
ベティ・ホワイト,7,エンターテイメント,70.0,1
長井龍雪,7,アニメ・漫画・ゲーム,70.0,0
伊藤元重,7,学術・研究,70.0,0
根岸隆,7,学術・研究,70.0,0
ジョン・マッケンタイア,7,音楽,70.0,1
小林慶一郎,7,学術・研究,70.0,0
伊達みきお,7,エンターテイメント,70.0,1
ジョン・ボーナム,7,音楽,70.0,1
鎌田大地,7,スポーツ,70.0,1
伊達政宗,7,歴史,70.0,1
バラク・オバマ,7,政治・社会,70.0,1
筑紫哲也,7,政治・社会,70.0,0
ヤン・ルカン,7,科学・技術,70.0,1
裕仁（昭和天皇）,7,政治・社会,70.0,0
江國香織,7,文学,70.0,0
ジョン・シナ,7,スポーツ,70.0,1
佐倉綾音,7,エンターテイメント,70.0,0
ジョン・コルトレーン,7,音楽,70.0,1
矢部浩之,7,エンターテイメント,70.0,1
ひろゆき,7,エンターテイメント,70.0,0
佐藤オオキ,7,芸術・文化,70.0,0
佐藤優,7,学術・研究,70.0,0
ジョルジュ・サンピエール,7,スポーツ,70.0,1
エディ・ヴェダー,7,音楽,70.0,1
ジョニー・グリーンウッド,7,音楽,70.0,1
池田秀一,7,エンターテイメント,70.0,0
ウラジーミル・プーチン,7,政治・社会,70.0,1
西岡良仁,7,スポーツ,70.0,1
QuizKnock 伊沢拓司,7,学術・研究,70.0,0
アインシュタイン,7,科学・技術,70.0,2
水溜りボンド カンタ,7,エンターテイメント,70.0,0
小野伸二,7,スポーツ,70.0,1
氷川きよし,7,音楽,70.0,1
志位和夫,7,政治・社会,70.0,1
ノーマン・リア,7,エンターテイメント,70.0,1
ウィンストン・チャーチル,7,政治・社会,70.0,1
ONE OK ROCK,7,音楽,70.0,1
スガシカオ,7,音楽,70.0,0
ウェイン・ショーター,7,音楽,70.0,1
小渕恵三,7,政治・社会,70.0,1
ウェス・アンダーソン,7,映画・演劇,70.0,1
ハリー・ベラフォンテ,7,音楽,70.0,1
笠原将弘,7,芸術・文化,70.0,0
ハルク・ホーガン,7,スポーツ,70.0,1
今敏,7,アニメ・漫画・ゲーム,70.0,0
りゅうちぇる,7,エンターテイメント,70.0,0
石川さゆり,7,音楽,70.0,1
今田耕司,7,エンターテイメント,70.0,1
鈴木裕,7,アニメ・漫画・ゲーム,70.0,0
ハービー・ハンコック,7,音楽,70.0,1
バカリズム,7,エンターテイメント,70.0,1
ゆうこりん（小倉優子）,7,エンターテイメント,70.0,0
ジョージ・ソロス,7,ビジネス,70.0,1
悠木碧,7,エンターテイメント,70.0,0
沢城みゆき,7,エンターテイメント,70.0,0
RADWIMPSの野田洋次郎,7,音楽,70.0,1
青木昌彦,7,学術・研究,70.0,0
ジミ・ヘンドリックス,7,音楽,70.0,1
ミック・ジャガー,7,音楽,70.0,1
陣内智則,7,エンターテイメント,70.0,1
くりぃむしちゅー,7,エンターテイメント,70.0,1
エリック・クラプトン,7,音楽,70.0,1
ジミー・ペイジ,7,音楽,70.0,1
きんさんぎんさん（蟹江ぎん）,7,エンターテイメント,70.0,0
宮内義彦,7,ビジネス,70.0,1
白洲次郎,7,歴史,70.0,0
きんさんぎんさん（成田きん）,7,エンターテイメント,70.0,0
冨山和彦,7,ビジネス,70.0,0
きゃりーぱみゅぱみゅ,7,音楽,70.0,1
出崎統,7,アニメ・漫画・ゲーム,70.0,0
ジム・ジャームッシュ,7,映画・演劇,70.0,1
畑岡奈紗,7,スポーツ,70.0,1
ジェームズ・ラブロック,7,科学・技術,70.0,1
浜田雅功,7,エンターテイメント,70.0,1
浜辺美波,7,俳優・女優,70.0,1
前田利家,7,政治・社会,70.0,0
ジェンスン・ファン,7,ビジネス,70.0,1
細川護熙,7,政治・社会,70.0,1
ビリー・ホリデイ,7,音楽,70.0,1
エルヴィス・プレスリー,7,音楽,70.0,1
ビル・エヴァンス,7,音楽,70.0,1
甲本ヒロト,7,音楽,70.0,0
阿部詩,7,スポーツ,70.0,1
宮川大輔,7,エンターテイメント,70.0,0
真島昌利,7,音楽,70.0,0
Fischer's シルクロード,7,エンターテイメント,70.0,0
パット・メセニー,7,音楽,70.0,1
河野太郎,7,政治・社会,70.0,1
富澤たけし,7,エンターテイメント,70.0,1
エマニュエル・マクロン,7,政治・社会,70.0,1
粗品,7,エンターテイメント,70.0,1
ベティ・ホワイト,13,エンターテイメント,70.0,1
長井龍雪,13,アニメ・漫画・ゲーム,70.0,0
伊藤元重,13,学術・研究,70.0,0
根岸隆,13,学術・研究,70.0,0
ジョン・マッケンタイア,13,音楽,70.0,1
小林慶一郎,13,学術・研究,70.0,0
伊達みきお,13,エンターテイメント,70.0,1
ジョン・ボーナム,13,音楽,70.0,1
鎌田大地,13,スポーツ,70.0,1
伊達政宗,13,歴史,70.0,1
バラク・オバマ,13,政治・社会,70.0,1
筑紫哲也,13,政治・社会,70.0,0
ヤン・ルカン,13,科学・技術,70.0,1
裕仁（昭和天皇）,13,政治・社会,70.0,0
江國香織,13,文学,70.0,0
ジョン・シナ,13,スポーツ,70.0,1
佐倉綾音,13,エンターテイメント,70.0,0
ジョン・コルトレーン,13,音楽,70.0,1
矢部浩之,13,エンターテイメント,70.0,1
ひろゆき,13,エンターテイメント,70.0,0
佐藤オオキ,13,芸術・文化,70.0,0
佐藤優,13,学術・研究,70.0,0
ジョルジュ・サンピエール,13,スポーツ,70.0,1
エディ・ヴェダー,13,音楽,70.0,1
ジョニー・グリーンウッド,13,音楽,70.0,1
池田秀一,13,エンターテイメント,70.0,0
ウラジーミル・プーチン,13,政治・社会,70.0,1
西岡良仁,13,スポーツ,70.0,1
QuizKnock 伊沢拓司,13,学術・研究,70.0,0
アインシュタイン,13,科学・技術,70.0,2
水溜りボンド カンタ,13,エンターテイメント,70.0,0
小野伸二,13,スポーツ,70.0,1
氷川きよし,13,音楽,70.0,1
志位和夫,13,政治・社会,70.0,1
ノーマン・リア,13,エンターテイメント,70.0,1
ウィンストン・チャーチル,13,政治・社会,70.0,1
ONE OK ROCK,13,音楽,70.0,1
スガシカオ,13,音楽,70.0,0
ウェイン・ショーター,13,音楽,70.0,1
小渕恵三,13,政治・社会,70.0,1
ウェス・アンダーソン,13,映画・演劇,70.0,1
ハリー・ベラフォンテ,13,音楽,70.0,1
笠原将弘,13,芸術・文化,70.0,0
ハルク・ホーガン,13,スポーツ,70.0,1
今敏,13,アニメ・漫画・ゲーム,70.0,0
りゅうちぇる,13,エンターテイメント,70.0,0
石川さゆり,13,音楽,70.0,1
今田耕司,13,エンターテイメント,70.0,1
鈴木裕,13,アニメ・漫画・ゲーム,70.0,0
ハービー・ハンコック,13,音楽,70.0,1
バカリズム,13,エンターテイメント,70.0,1
ゆうこりん（小倉優子）,13,エンターテイメント,70.0,0
ジョージ・ソロス,13,ビジネス,70.0,1
悠木碧,13,エンターテイメント,70.0,0
沢城みゆき,13,エンターテイメント,70.0,0
RADWIMPSの野田洋次郎,13,音楽,70.0,1
青木昌彦,13,学術・研究,70.0,0
ジミ・ヘンドリックス,13,音楽,70.0,1
ミック・ジャガー,13,音楽,70.0,1
陣内智則,13,エンターテイメント,70.0,1
くりぃむしちゅー,13,エンターテイメント,70.0,1
エリック・クラプトン,13,音楽,70.0,1
ジミー・ペイジ,13,音楽,70.0,1
きんさんぎんさん（蟹江ぎん）,13,エンターテイメント,70.0,0
宮内義彦,13,ビジネス,70.0,1
白洲次郎,13,歴史,70.0,0
きんさんぎんさん（成田きん）,13,エンターテイメント,70.0,0
冨山和彦,13,ビジネス,70.0,0
きゃりーぱみゅぱみゅ,13,音楽,70.0,1
出崎統,13,アニメ・漫画・ゲーム,70.0,0
ジム・ジャームッシュ,13,映画・演劇,70.0,1
畑岡奈紗,13,スポーツ,70.0,1
ジェームズ・ラブロック,13,科学・技術,70.0,1
浜田雅功,13,エンターテイメント,70.0,1
浜辺美波,13,俳優・女優,70.0,1
前田利家,13,政治・社会,70.0,0
ジェンスン・ファン,13,ビジネス,70.0,1
細川護熙,13,政治・社会,70.0,1
ビリー・ホリデイ,13,音楽,70.0,1
エルヴィス・プレスリー,13,音楽,70.0,1
ビル・エヴァンス,13,音楽,70.0,1
甲本ヒロト,13,音楽,70.0,0
阿部詩,13,スポーツ,70.0,1
宮川大輔,13,エンターテイメント,70.0,0
真島昌利,13,音楽,70.0,0
Fischer's シルクロード,13,エンターテイメント,70.0,0
パット・メセニー,13,音楽,70.0,1
河野太郎,13,政治・社会,70.0,1
富澤たけし,13,エンターテイメント,70.0,1
エマニュエル・マクロン,13,政治・社会,70.0,1
粗品,13,エンターテイメント,70.0,1
ベティ・ホワイト,79,エンターテイメント,70.0,1
長井龍雪,79,アニメ・漫画・ゲーム,70.0,0
伊藤元重,79,学術・研究,70.0,0
根岸隆,79,学術・研究,70.0,0
ジョン・マッケンタイア,79,音楽,70.0,1
小林慶一郎,79,学術・研究,70.0,0
伊達みきお,79,エンターテイメント,70.0,1
ジョン・ボーナム,79,音楽,70.0,1
鎌田大地,79,スポーツ,70.0,1
伊達政宗,79,歴史,70.0,1
バラク・オバマ,79,政治・社会,70.0,1
筑紫哲也,79,政治・社会,70.0,0
ヤン・ルカン,79,科学・技術,70.0,1
裕仁（昭和天皇）,79,政治・社会,70.0,0
江國香織,79,文学,70.0,0
ジョン・シナ,79,スポーツ,70.0,1
佐倉綾音,79,エンターテイメント,70.0,0
ジョン・コルトレーン,79,音楽,70.0,1
矢部浩之,79,エンターテイメント,70.0,1
ひろゆき,79,エンターテイメント,70.0,0
佐藤オオキ,79,芸術・文化,70.0,0
佐藤優,79,学術・研究,70.0,0
ジョルジュ・サンピエール,79,スポーツ,70.0,1
エディ・ヴェダー,79,音楽,70.0,1
ジョニー・グリーンウッド,79,音楽,70.0,1
池田秀一,79,エンターテイメント,70.0,0
ウラジーミル・プーチン,79,政治・社会,70.0,1
西岡良仁,79,スポーツ,70.0,1
QuizKnock 伊沢拓司,79,学術・研究,70.0,0
アインシュタイン,79,科学・技術,70.0,2
水溜りボンド カンタ,79,エンターテイメント,70.0,0
小野伸二,79,スポーツ,70.0,1
氷川きよし,79,音楽,70.0,1
志位和夫,79,政治・社会,70.0,1
ノーマン・リア,79,エンターテイメント,70.0,1
ウィンストン・チャーチル,79,政治・社会,70.0,1
ONE OK ROCK,79,音楽,70.0,1
スガシカオ,79,音楽,70.0,0
ウェイン・ショーター,79,音楽,70.0,1
小渕恵三,79,政治・社会,70.0,1
ウェス・アンダーソン,79,映画・演劇,70.0,1
ハリー・ベラフォンテ,79,音楽,70.0,1
笠原将弘,79,芸術・文化,70.0,0
ハルク・ホーガン,79,スポーツ,70.0,1
今敏,79,アニメ・漫画・ゲーム,70.0,0
りゅうちぇる,79,エンターテイメント,70.0,0
石川さゆり,79,音楽,70.0,1
今田耕司,79,エンターテイメント,70.0,1
鈴木裕,79,アニメ・漫画・ゲーム,70.0,0
ハービー・ハンコック,79,音楽,70.0,1
バカリズム,79,エンターテイメント,70.0,1
ゆうこりん（小倉優子）,79,エンターテイメント,70.0,0
ジョージ・ソロス,79,ビジネス,70.0,1
悠木碧,79,エンターテイメント,70.0,0
沢城みゆき,79,エンターテイメント,70.0,0
RADWIMPSの野田洋次郎,79,音楽,70.0,1
青木昌彦,79,学術・研究,70.0,0
ジミ・ヘンドリックス,79,音楽,70.0,1
ミック・ジャガー,79,音楽,70.0,1
陣内智則,79,エンターテイメント,70.0,1
くりぃむしちゅー,79,エンターテイメント,70.0,1
エリック・クラプトン,79,音楽,70.0,1
ジミー・ペイジ,79,音楽,70.0,1
きんさんぎんさん（蟹江ぎん）,79,エンターテイメント,70.0,0
宮内義彦,79,ビジネス,70.0,1
白洲次郎,79,歴史,70.0,0
きんさんぎんさん（成田きん）,79,エンターテイメント,70.0,0
冨山和彦,79,ビジネス,70.0,0
きゃりーぱみゅぱみゅ,79,音楽,70.0,1
出崎統,79,アニメ・漫画・ゲーム,70.0,0
ジム・ジャームッシュ,79,映画・演劇,70.0,1
畑岡奈紗,79,スポーツ,70.0,1
ジェームズ・ラブロック,79,科学・技術,70.0,1
浜田雅功,79,エンターテイメント,70.0,1
浜辺美波,79,俳優・女優,70.0,1
前田利家,79,政治・社会,70.0,0
ジェンスン・ファン,79,ビジネス,70.0,1
細川護熙,79,政治・社会,70.0,1
ビリー・ホリデイ,79,音楽,70.0,1
エルヴィス・プレスリー,79,音楽,70.0,1
ビル・エヴァンス,79,音楽,70.0,1
甲本ヒロト,79,音楽,70.0,0
阿部詩,79,スポーツ,70.0,1
宮川大輔,79,エンターテイメント,70.0,0
真島昌利,79,音楽,70.0,0
Fischer's シルクロード,79,エンターテイメント,70.0,0
パット・メセニー,79,音楽,70.0,1
河野太郎,79,政治・社会,70.0,1
富澤たけし,79,エンターテイメント,70.0,1
エマニュエル・マクロン,79,政治・社会,70.0,1
粗品,79,エンターテイメント,70.0,1
ベティ・ホワイト,9,エンターテイメント,70.0,1
長井龍雪,9,アニメ・漫画・ゲーム,70.0,0
伊藤元重,9,学術・研究,70.0,0
根岸隆,9,学術・研究,70.0,0
ジョン・マッケンタイア,9,音楽,70.0,1
小林慶一郎,9,学術・研究,70.0,0
伊達みきお,9,エンターテイメント,70.0,1
ジョン・ボーナム,9,音楽,70.0,1
鎌田大地,9,スポーツ,70.0,1
伊達政宗,9,歴史,70.0,1
バラク・オバマ,9,政治・社会,70.0,1
筑紫哲也,9,政治・社会,70.0,0
ヤン・ルカン,9,科学・技術,70.0,1
裕仁（昭和天皇）,9,政治・社会,70.0,0
江國香織,9,文学,70.0,0
ジョン・シナ,9,スポーツ,70.0,1
佐倉綾音,9,エンターテイメント,70.0,0
ジョン・コルトレーン,9,音楽,70.0,1
矢部浩之,9,エンターテイメント,70.0,1
ひろゆき,9,エンターテイメント,70.0,0
佐藤オオキ,9,芸術・文化,70.0,0
佐藤優,9,学術・研究,70.0,0
ジョルジュ・サンピエール,9,スポーツ,70.0,1
エディ・ヴェダー,9,音楽,70.0,1
ジョニー・グリーンウッド,9,音楽,70.0,1
池田秀一,9,エンターテイメント,70.0,0
ウラジーミル・プーチン,9,政治・社会,70.0,1
西岡良仁,9,スポーツ,70.0,1
QuizKnock 伊沢拓司,9,学術・研究,70.0,0
アインシュタイン,9,科学・技術,70.0,2
水溜りボンド カンタ,9,エンターテイメント,70.0,0
小野伸二,9,スポーツ,70.0,1
氷川きよし,9,音楽,70.0,1
志位和夫,9,政治・社会,70.0,1
ノーマン・リア,9,エンターテイメント,70.0,1
ウィンストン・チャーチル,9,政治・社会,70.0,1
ONE OK ROCK,9,音楽,70.0,1
スガシカオ,9,音楽,70.0,0
ウェイン・ショーター,9,音楽,70.0,1
小渕恵三,9,政治・社会,70.0,1
ウェス・アンダーソン,9,映画・演劇,70.0,1
ハリー・ベラフォンテ,9,音楽,70.0,1
笠原将弘,9,芸術・文化,70.0,0
ハルク・ホーガン,9,スポーツ,70.0,1
今敏,9,アニメ・漫画・ゲーム,70.0,0
りゅうちぇる,9,エンターテイメント,70.0,0
石川さゆり,9,音楽,70.0,1
今田耕司,9,エンターテイメント,70.0,1
鈴木裕,9,アニメ・漫画・ゲーム,70.0,0
ハービー・ハンコック,9,音楽,70.0,1
バカリズム,9,エンターテイメント,70.0,1
ゆうこりん（小倉優子）,9,エンターテイメント,70.0,0
ジョージ・ソロス,9,ビジネス,70.0,1
悠木碧,9,エンターテイメント,70.0,0
沢城みゆき,9,エンターテイメント,70.0,0
RADWIMPSの野田洋次郎,9,音楽,70.0,1
青木昌彦,9,学術・研究,70.0,0
ジミ・ヘンドリックス,9,音楽,70.0,1
ミック・ジャガー,9,音楽,70.0,1
陣内智則,9,エンターテイメント,70.0,1
くりぃむしちゅー,9,エンターテイメント,70.0,1
エリック・クラプトン,9,音楽,70.0,1
ジミー・ペイジ,9,音楽,70.0,1
きんさんぎんさん（蟹江ぎん）,9,エンターテイメント,70.0,0
宮内義彦,9,ビジネス,70.0,1
白洲次郎,9,歴史,70.0,0
きんさんぎんさん（成田きん）,9,エンターテイメント,70.0,0
冨山和彦,9,ビジネス,70.0,0
