episode_id,person_id,person_name,age,事実密度,composite_score
EP-001900,P72B391A,三島由紀夫,14.0,2.46,396.0
EP-001902,P81F556E,手塚治虫,16.0,1.9,561.9
EP-001906,PC302AD8,伊能忠敬,76.0,2.16,493.6
EP-001908,PCFA4BEC,日野原重明,73.0,3.48,533.5
EP-001911,P33DB5A0,瀬戸内寂聴,76.0,1.0,487.1
EP-001923,P38B2CD6,桂歌丸,82.0,2.71,484.8
EP-001930,PFC44484,きんさんぎんさん,77.0,2.16,539.1
EP-001935,P80B8474,谷崎潤一郎,75.0,1.88,382.1
EP-001938,P1EF2A1F,遠藤周作,71.0,1.46,490.2
EP-001939,P5D3244A,五木寛之,80.0,3.4,524.2
EP-001941,P349593F,梅棹忠夫,71.0,2.3,524.0
EP-001964,PDE55A4B,林家木久扇,30.0,3.15,505.0
EP-001969,P26BCCE5,清原和博,45.0,2.27,507.3
EP-001978,PBC4ECE7,黒澤明,24.0,2.6,493.0
EP-002000,P33DB5A0,瀬戸内寂聴,55.0,1.9,514.0
EP-002016,P33DB5A0,瀬戸内寂聴,57.0,1.71,603.3
EP-002031,PE7588C0,宇多田ヒカル,4.0,1.46,395.6
EP-002068,P34EA398,北野武,45.0,3.3,558.1
EP-002073,P2A1AA1D,渡辺謙,45.0,2.45,520.7
EP-002136,PB29FA36,柳楽優弥,18.0,2.68,561.7
EP-977184,PD7F00A6,イチロー,5.0,3.0,543.9
EP-1B9A98,P972C987,クリスティアーノ・ロナウド,15.0,2.45,528.9
EP-846FB6,P76D13BF,テイラー・スウィフト,16.0,2.75,537.0
EP-D3947E,PF17D7AB,エド・シーラン,20.0,2.45,496.5
EP-065C48,PE261076,アデル,19.0,1.49,521.0
EP-591326,PE261076,アデル,27.0,2.56,537.8
EP-D2C5C9,P8152D4C,徳川家康,40.0,1.0,529.7
EP-F77614,PE5C25AF,織田信長,19.0,1.21,541.3
EP-A40C97,PE5C25AF,織田信長,35.0,2.46,492.1
EP-41B4D0,PE5C25AF,織田信長,47.0,1.0,370.9
EP-4D0674,PEC80ECA,豊臣秀吉,55.0,1.0,377.4
EP-C0F60A,PC871196,ガンジー,24.0,2.45,493.9
EP-9E249A,P6EE2A19,マンデラ,71.0,3.08,616.9
EP-02B2B6,P18312C9,チェ・ゲバラ,26.0,1.3,552.7
EP-44C7B7,P6009D71,孫悟空,30.0,2.49,480.1
EP-92CA78,P791003A,ナルト,12.0,1.1,484.8
EP-960B14,P5F2E4CE,エレン・イェーガー,15.0,2.67,534.1
EP-5A777E,P1E1E382,ミカサ・アッカーマン,15.0,1.0,492.3
EP-44A971,P59E5746,リヴァイ,30.0,1.49,528.1
EP-FDCCB5,P761C2C3,ルフィ,17.0,1.0,544.1
EP-91CA9D,P761C2C3,ルフィ,19.0,1.58,613.7
EP-7EA907,P428A6F4,ゾロ,19.0,1.0,487.5
EP-2F84B3,P0AF34B8,禰豆子,14.0,1.55,485.1
EP-B6AD57,PDF833A1,虎杖悠仁,15.0,1.39,531.7
EP-C0E768,P970A0CD,トーマス・エジソン,22.0,3.45,588.2
EP-87CAB4,PED4DBC2,ニコラ・テスラ,28.0,2.45,484.9
EP-2D9B73,PED4DBC2,ニコラ・テスラ,40.0,2.1,500.0
EP-6EFF76,PA647C8E,ガリレオ・ガリレイ,25.0,1.46,483.8
EP-CA6B96,P6A10FB7,ゴッホ,33.0,2.7,583.7
EP-4BDD05,P7B3C561,ミケランジェロ,23.0,3.45,516.3
EP-2973A0,P1FB07D9,クロード・モネ,26.0,2.4,523.8
EP-EDE000,P1FB07D9,クロード・モネ,43.0,2.49,605.7
EP-C01EB6,PC34E000,バッハ,23.0,3.06,589.8
EP-807A16,PC34E000,バッハ,38.0,2.79,532.6
EP-0909C3,P1D91E90,シェイクスピア,25.0,3.0,510.2
EP-91ECE9,P606493C,ソクラテス,40.0,2.5,516.5
EP-34CD56,P606493C,ソクラテス,60.0,2.34,521.9
EP-138DE6,P637BBEB,プラトン,28.0,2.07,550.0
EP-42593E,PB494835,アリストテレス,17.0,2.4,551.3
EP-548BED,PAB07C14,ニーチェ,44.0,2.46,484.3
EP-B6067B,P9026B5,ジェームズ・ワット,45.0,2.5,512.9
EP-E4A727,P9026B5,ジェームズ・ワット,60.0,3.2,548.8
EP-C87B97,PF57751,オスカー・ワイルド,44.0,3.36,557.0
EP-B1F19B,P44BD08,ダライ・ラマ14世,75.0,1.6,538.4
EP-7BD0AD,P08274D,イェール・ハイエルダール,60.0,2.8,542.1
EP-695AB7,P52C3157,エリオット・ペイジ,25.0,2.45,502.5
EP-389BF9,PF93E7A2,イノラン,20.0,2.0,487.1
EP-4F19DE,P78E1672,アヤセ,30.0,2.67,566.8
EP-9ED19D,P68554FC,小松菜奈,25.0,2.2,543.9
EP-6E0B25,P0D3C801,山田孝之,25.0,1.1,556.5
EP-554713,PBACD62C,タクロウ,20.0,2.67,530.4
EP-FF651F,PDC2A13D,永野芽郁,25.0,1.2,552.8
EP-230A03,P69E73E5,菅田将暉,25.0,1.0,518.9
EP-658CEC,P40C3C41,横浜流星,25.0,1.2,497.9
EP-94BA7D,PCFB92D5,山﨑賢人,25.0,2.8,518.6
EP-AA7A8C,P36EAE98,広瀬すず,25.0,2.1,536.7
EP-D34D1E,PE46542E,ヒサシ,20.0,3.4,552.4
EP-6CE84B,PFB1EFB3,西郷隆盛,40.0,1.0,556.9
EP-B64600,PFB1EFB3,西郷隆盛,55.0,2.21,489.2
EP-1C7B98,PFE4209C,はるな愛,25.0,2.56,564.1
EP-EF60FF,P9F95E28,深瀬,20.0,2.5,539.2
EP-557762,PF8E1137,おすぎ,25.0,3.4,523.3
EP-CC12DA,P13D1ACB,聖徳太子,40.0,1.0,495.8
EP-4E59C4,P13D1ACB,聖徳太子,55.0,1.0,498.8
EP-F47CF3,P2217602,いとうあさこ,25.0,1.01,544.7
EP-B4F9FF,P2217602,いとうあさこ,40.0,2.53,598.1
EP-AF45AB,PFF44570,ジェイ,20.0,1.57,556.3
EP-7FC273,P83AEFFE,上田麗奈,25.0,2.2,481.4
EP-B694EC,P0D5792F,中村悠一,25.0,2.4,509.8
EP-4D5A53,PB5F58CE,上坂すみれ,25.0,1.49,552.0
EP-05F245,P3DAC69C,花澤香菜,25.0,1.6,487.1
EP-354D26,P8D2EC51,雨宮天,25.0,1.68,503.6
EP-CB589D,PAD06E82,早見沙織,25.0,1.5,508.9
EP-00A195,P6913FDA,鬼頭明里,25.0,2.2,499.6
EP-B634FA,P6D663F6,日笠陽子,25.0,2.8,502.8
EP-46D988,P21176EF,斉藤壮馬,25.0,1.77,524.7
EP-882B58,PB358C07,茅野愛衣,25.0,1.0,567.3
EP-8D83B9,P0CD5252,モーガン・フリーマン,25.0,2.89,531.0
EP-EB492F,P32E0BE7,松田龍平,25.0,1.0,530.1
EP-26CE40,P6D52AB2,杉野遥亮,25.0,1.2,483.7
EP-399926,PFC41C55,高良健吾,25.0,1.5,553.5
EP-A59107,P7764F5A,加藤 蓮,25.0,1.57,508.0
EP-667633,P6AE6E2B,ヒース・レジャー,25.0,2.0,521.7
EP-55B101,P34ED098,チャドウィック・ボーズマン,25.0,2.75,525.5
EP-156024,P188D902,渡哲也,25.0,1.57,521.5
EP-E40CBF,P4242D9C,織田裕二,25.0,1.0,495.2
EP-FF936D,P4520485,高橋大輔,90.0,2.4,534.5
EP-33E235,P38ECA1C,井上朋子,86.0,1.0,494.7
EP-15FCFF,P56E86D8,藤沢周平,74.0,1.0,490.0
EP-537209,PF9785C3,石井雅之,73.0,2.9,574.0
EP-5E73C9,P1A37AB4,植田直通,70.0,2.7,568.0
EP-68ABB7,PB259D95,宮脇咲良,89.0,2.4,496.2
EP-8600A0,PA287E38,山田玲司,71.0,1.0,505.7
EP-310AB2,P60F2F90,松岡修造,83.0,1.6,485.3
EP-C2AC67,P75CD103,岡島悦子,89.0,2.5,499.3
EP-30DC0F,P0693372,小田原淳,71.0,1.0,493.4
EP-A0C217,P7650C16,河瀨直美,84.0,1.7,495.3
EP-0782B1,P99E2071,藤子・F・不二雄,87.0,1.2,508.4
EP-D42D5B,P2217602,いとうあさこ,70.0,2.5,489.6
EP-D89001,P668F706,山海嘉之,88.0,1.8,559.0
EP-827FE6,P94BD701,野口聡一,84.0,1.6,512.8
EP-60A7F7,PD0B0634,田島直人,77.0,2.7,508.4
EP-A38A7F,PE019053,アガサ・クリスティ,71.0,1.4,487.6
EP-1C105C,PFCBDFE9,石坂公成,80.0,2.5,512.6
EP-7501B3,P69EC749,平井一夫,90.0,2.5,498.6
EP-53A6D3,P3B5CB83,稲垣浩,80.0,1.1,492.5
EP-C9C17A,P6E7E522,妹島和世,74.0,2.1,489.9
EP-DE2696,P38A82F1,村上世彰,78.0,1.0,517.0
EP-DE48B9,P6F283C4,白川静,82.0,1.0,399.7
EP-BD7116,P4F5CB5B,向田邦子,12.0,1.0,387.5
EP-72C5C2,P38A82F1,村上世彰,6.0,2.9,501.7
EP-726F09,P8A3DD10,菱川師宣,9.0,1.0,393.0
EP-AD8558,PB0B4861,吉田麻也,14.0,2.8,555.0
EP-60559B,P69F3D9C,勝海舟,1.0,1.0,399.7
EP-60AC23,P8B441AE,カリーム・アブドゥル＝ジャバー,6.0,3.1,494.8
EP-3D30E1,P36EBB77,ベーブ・ルース,5.0,1.0,391.2
EP-BCF1EA,P80B8474,谷崎潤一郎,8.0,1.2,388.0
EP-2584E5,PB582B41,青野慶久,5.0,2.8,508.6
EP-20E516,P3019E3E,小栗旬,14.0,1.5,492.5
EP-56E3D3,PA922E54,最上徳内,2.0,1.0,377.5
EP-4D9F48,P67A43A8,坂茂,6.0,1.9,391.3
EP-25ACDA,P7D523C9,ライオネス飛鳥,26.0,2.3,508.4
EP-CC96D6,P6CDA9B0,西山朋佳,27.0,1.0,375.4
EP-EF3A92,PF8FB941,里見香奈,38.0,2.46,505.5
EP-AAE30F,P318D269,鳥羽和久,31.0,1.0,389.9
EP-3F9988,P7111D7A,三國清三,33.0,2.12,539.6
EP-4423CF,P8515275,湊あくあ,26.0,2.23,492.3
EP-90CAC2,PB078FDE,星街すいせい,29.0,3.33,481.7
EP-05DDA1,P62072A2,早田ひな,27.0,3.34,518.3
EP-1A9335,P283EBFB,工藤めぐみ,34.0,2.89,513.1
EP-AC1082,P2B2AF14,里村明衣子,37.0,3.0,484.5
EP-9DFB4B,PABD95B4,中野たむ,39.0,2.95,515.4
EP-DC0A85,PF409306,岩谷麻優,26.0,2.89,511.8
EP-F9759C,PAC5749C,神田川俊郎,39.0,2.21,480.8
EP-E3732F,P4CD61F8,ゆうこす,40.0,2.75,481.8
EP-B10A96,PAC125FD,藤本万梨乃,28.0,2.34,502.6
EP-C84B32,P9E3F54F,イマセ,40.0,3.23,499.0
EP-8491B6,P5723338,アスカ,25.0,2.89,514.8
EP-29E12C,P7D523C9,ライオネス飛鳥,30.0,2.89,480.6
EP-516AE8,P3C96628,ローランド,20.0,2.67,507.6
EP-F529BD,P7111D7A,三國清三,20.0,2.23,523.9
EP-1586FD,P708B813,中村孝明,20.0,2.01,504.7
EP-A77A24,P708B813,中村孝明,25.0,2.2,509.1
EP-4CCF69,P3F5A5D3,坂井宏行,20.0,2.67,529.2
EP-CC6620,P4F0039C,坂本花織,20.0,3.1,526.5
EP-C7301A,P1FE3BF9,紫雷イオ,20.0,2.45,515.0
EP-C4814E,P6CDA9B0,西山朋佳,20.0,1.33,515.3
EP-E0E927,P6AEF545,道場六三郎,20.0,1.0,506.9
EP-E620FD,P6AEF545,道場六三郎,25.0,3.33,540.8
EP-0FB744,P318D269,鳥羽和久,25.0,1.57,500.6
EP-CE3CB0,PB078FDE,星街すいせい,20.0,2.45,480.5
EP-43C403,P10427DB,てつや,20.0,1.68,606.9
EP-386ADB,P8515275,湊あくあ,22.0,3.4,565.5
EP-977209,PBCF465A,フェイフェイ・リー,66.0,2.12,499.9
EP-977232,PDE0DBF2,ジム・ジャームッシュ,22.0,2.75,511.1
EP-977246,PA50691E,ギレルモ・デル・トロ,20.0,2.95,483.2
EP-977285,P50B04C8,ジョン・マッケンタイア,36.0,3.25,503.2
EP-977304,P36676B1,葛西紀明,59.0,3.0,501.4
EP-977319,P394D920,ベートーベン,40.0,3.23,542.1
EP-977332,P7E4501B,オプラ・ウィンフリー,22.0,2.46,624.8
EP-977340,P23AE666,サンダー・ピチャイ,30.0,2.75,389.4
EP-977346,P4E1BBE9,香川照之,25.0,3.4,510.2
EP-977358,P81AC484,役所広司,56.0,3.01,485.5
EP-977367,P7DFA2DF,浜辺美波,24.0,3.19,526.6
EP-977370,PC330222,西島秀俊,23.0,3.4,544.9
EP-977382,P226318E,太田光,59.0,2.45,504.1
EP-977384,P8D38D2A,田中裕二,21.0,2.79,540.3
EP-977391,P9B318B2,バカリズム,49.0,1.79,387.1
EP-977394,P307CF34,千原ジュニア,50.0,3.4,563.6
EP-977396,P446F6C9,陣内智則,50.0,2.23,536.4
EP-977407,P8152D4C,徳川家康,52.0,1.33,499.9
EP-977409,PBE379D4,足利尊氏,61.0,1.33,385.8
EP-977418,P69F3D9C,勝海舟,50.0,1.33,518.2
EP-977422,P02FA518,北里柴三郎,40.0,2.66,536.9
EP-977423,P13D1ACB,聖徳太子,30.0,2.6,502.7
EP-977425,PAE8B089,紫式部,22.0,1.0,498.8
EP-977428,P0898C9B,葛飾北斎,29.0,2.6,523.3
EP-977433,PDDFFE60,杉田玄白,23.0,2.46,540.6
EP-977434,P7F345D0,平賀源内,23.0,1.13,385.8
EP-977468,PDD69B98,八代亜紀,39.0,3.4,540.9
EP-977485,P38A28D9,岸田文雄,63.0,3.04,482.7
EP-977486,PA4ED84C,菅義偉,61.0,3.48,519.5
EP-977495,P637D35E,蓮舫,50.0,3.4,551.3
EP-977497,P85A26E6,枝野幸男,57.0,3.04,529.4
EP-977498,PAF4C0D4,志位和夫,49.0,2.71,487.5
EP-977503,PA73FA73,橋本龍太郎,67.0,3.4,526.2
EP-977504,P956F53F,細川護熙,47.0,2.71,526.5
EP-977508,P12074EA,野田佳彦,49.0,3.4,503.9
EP-977509,P08A0928,鳩山由紀夫,48.0,3.4,585.1
EP-977510,P696DEEE,菅直人,56.0,2.27,571.2
EP-977532,P8279E14,南場智子,36.0,2.75,514.8
EP-251205426,P548241E,林修,31.0,1.0,513.4
EP-251205440,P99E2071,藤子・F・不二雄,21.0,3.4,503.7
EP-251205462,P8DA58F5,高山みなみ,60.0,2.45,505.4
EP-251205479,P7CC7247,辻希美,37.0,2.56,529.2
EP-251205484,P86A3749,宮川大輔,40.0,1.9,560.3
EP-251205485,PE4CBCD4,テリー伊藤,25.0,1.57,490.9
EP-251205499,P23C26A4,坂本龍馬,30.0,2.66,548.5
EP-251205500,PFB1EFB3,西郷隆盛,33.0,1.33,503.0
EP-251205504,PDED0B2C,上杉謙信,47.0,1.33,370.4
EP-251205506,PA1082DF,前田利家,59.0,1.33,385.1
EP-251205507,P9DE0BE0,黒田官兵衛,47.0,1.77,489.2
EP-251205523,P6332921,安住紳一郎,21.0,1.79,517.1
EP-251205546,P6AEF545,道場六三郎,39.0,2.34,481.0
EP-251205551,P563813E,落合務,46.0,3.19,484.3
EP-251205555,P267E2CA,コウケンテツ,50.0,1.57,497.7
EP-251205571,P26E8196,伊藤元重,48.0,3.4,381.8
EP-251205573,P177830F,岩井克人,50.0,2.27,506.2
EP-251205578,PABF043E,小林慶一郎,34.0,2.46,386.3
EP-251205582,P8B7621B,楠木建,60.0,3.4,481.6
EP-251205587,PFB1EFB3,西郷隆盛,35.0,1.33,564.0
EP-251205593,PF550A13,白洲次郎,46.0,3.4,491.1
EP-251205597,P43728D4,板垣退助,54.0,1.33,479.8
EP-251205601,PBB3BA57,本庶佑,21.0,3.01,529.9
EP-251205613,PC270B85,吉本ばなな,47.0,3.4,485.5
EP-251205624,PBC053EC,金原ひとみ,29.0,1.88,506.1
EP-251205631,P11AD686,今敏,43.0,2.75,486.4
EP-251205634,P200E741,片渕須直,64.0,2.45,385.3
EP-251205658,P0E7610D,坂口博信,64.0,1.79,541.7
EP-251205662,P0CA93B3,神谷英樹,54.0,2.95,512.4
EP-251207002,P6E63A05,佐藤浩市,45.0,2.3,538.2
EP-251207003,P71462E3,宮沢りえ,35.0,3.06,604.8
EP-251207004,PCB6433A,深津絵里,35.0,2.77,526.7
EP-251207006,PFCC8E6B,ロバート・デ・ニーロ,45.0,1.3,502.6
EP-251207007,P8786CCA,メリル・ストリープ,40.0,2.66,555.5
EP-251207008,P1C99095,アル・パチーノ,35.0,2.46,501.7
EP-251207014,PAEAF993,ケイト・ウィンスレット,30.0,3.06,527.5
EP-251207149,P8B27270,乃木希典,50.0,1.9,555.1
EP-251207150,P79FEDAB,吉田松陰,25.0,1.0,484.8
EP-251207788,P450D8E3,中谷美紀,42.0,1.0,508.9
EP-251207789,PA199A34,松嶋菜々子,35.0,2.68,590.0
EP-251207792,P8786CCA,メリル・ストリープ,50.0,2.68,634.0
EP-251207793,PCED5781,ジュリア・ロバーツ,35.0,3.36,561.2
EP-251207794,PFCC8E6B,ロバート・デ・ニーロ,40.0,3.26,502.0
EP-251207800,P27252C6,ウィル・スミス,35.0,3.29,511.7
EP-251207633,P8BCA4FA,足利義満,45.0,1.0,514.3
EP-251207634,P97D2BFA,アレクサンドロス大王,25.0,3.07,508.5
EP-251207635,P208FF4E,ガンディー,60.0,2.2,532.2
EP-251207636,PA045EB3,毛沢東,55.0,1.71,533.5
EP-2512071272,P6477989,北条時宗,30.0,2.0,498.2
EP-2512071273,P97AF510,昭和天皇,45.0,2.09,634.8
EP-2512071275,P4714F40,マルコ・ポーロ,35.0,1.79,486.3
EP-2512071276,PBCB04BA,コロンブス,40.0,3.36,558.0
EP-2512071277,PC27B507,マルティン・ルター,35.0,2.49,546.7
EP-251130007,P664A19D,新選組土方歳三,34.0,1.0,510.3
EP-2512071316,P4AAA19D,フランクリン・ルーズベルト,55.0,3.46,607.7
EP-251130009,P87D226D,藤原道長,45.0,1.0,506.3
EP-251207839,P1C29CD8,菅原道真,55.0,1.0,508.3
EP-251207840,PE3FE4BF,ハンニバル,35.0,2.79,517.7
EP-251207842,P1C9D468,孔子,55.0,1.0,486.7
EP-251207237,PEC7C95E,松田優作,35.0,2.46,500.1
EP-251207238,PF96039C,寺尾聰,45.0,2.3,538.3
EP-2512071040,P8CA195D,バスコ・ダ・ガマ,37.0,2.49,558.4
EP-2512071045,P74A3AAC,ジャック・クストー,45.0,1.49,577.2
EP-2512071046,PD2089EC,中山雅史,45.0,1.0,530.1
EP-2512071047,PA9896DA,深田久弥,40.0,1.21,526.9
EP-251207300,P777A8A2,森田一義,50.0,2.96,573.6
EP-251207309,P7E4501B,オプラ・ウィンフリー,45.0,3.46,597.5
EP-251130016,P6904966,吉川英治,50.0,1.71,597.1
EP-2512071090,P184FE24,ヴァージニア・ウルフ,45.0,2.8,593.7
EP-2512071091,P7310829,ゲーテ,50.0,1.39,542.9
EP-2512071092,P7F5AD5C,カフカ,40.0,1.0,511.1
EP-251130017,P55B9C19,石田ゆり子,45.0,1.3,531.3
EP-251130018,PBEC1492,明智光秀,55.0,1.0,493.1
EP-251207419,PB7F9667,福澤諭吉,45.0,1.0,546.3
EP-251207420,PF7FD906,シーザー,50.0,3.07,567.5
EP-251207423,PF46C23E,項羽,28.0,2.29,483.6
EP-251207424,P80186AB,劉邦,45.0,1.0,482.0
EP-251130019,P3B2AB27,勘三郎,40.0,1.62,589.1
EP-2512073795,PF743F20,片岡仁左衛門,50.0,1.0,536.5
EP-251130021,P8CB969A,中島らも,45.0,1.0,496.9
EP-2512073981,P91A8582,竹内まりや,35.0,2.25,529.7
EP-2512073278,PEDDDC1C,安田美沙子,25.0,2.87,542.0
EP-251130025,PDBB26E1,ホルヘ・ルイス・ボルヘス,60.0,2.49,527.7
EP-2512072770,P72F314E,チェーホフ,40.0,1.01,491.8
EP-251130028,P5EAC013,さんま,40.0,1.59,601.1
EP-251130029,PE66FAD9,市川團十郎,45.0,2.09,568.0
EP-2512071710,PE261076,アデル,30.0,1.3,561.8
EP-2512074892,P9ADF126,鈴木忠志,55.0,1.0,512.8
EP-251130032,P95DECD5,松本潤,38.0,2.77,588.5
EP-251130037,P13C05FB,伊丹十三,40.0,1.68,607.3
EP-2512071677,PE83B4A3,松竹梅子,40.0,1.0,580.6
EP-2512071678,P3159F6D,アキラ・クロサワ,45.0,1.2,550.0
EP-2512071679,P6EC69A9,イングマール・ベルイマン,45.0,3.26,598.1
EP-2512071569,P184FE24,ヴァージニア・ウルフ,40.0,1.0,525.3
EP-251130039,PC6610E0,鶴田浩二,38.0,3.46,493.6
EP-2512072851,P09488A6,レディー・ガガ,28.0,1.58,510.6
EP-2512071744,P52366A0,ルイ14世,40.0,2.49,535.4
EP-251130050,P3AFAFB8,香取慎吾,38.0,3.37,619.2
EP-251130051,P168D509,鈴木みきお,50.0,3.37,632.5
EP-2512073935,P7BA07EF,西堀榮三郎,55.0,2.49,541.7
EP-2512073940,PD76F9DF,ヴァスコ・ダ・ガマ,30.0,2.79,516.1
EP-2512073942,P9F62DF8,ルイス・クラーク,30.0,2.49,565.4
EP-2512072987,P5D9E3D2,ビートルズ ジョン・レノン,28.0,3.08,590.4
EP-2512072992,P68A630D,ブルーノ・マーズ,30.0,3.46,573.8
EP-2512075210,P27873EE,フェデリコ・フェリーニ,45.0,2.68,535.6
EP-251207019,PE6F8963,蒼井優,37.0,1.49,558.5
EP-251207024,P4A5B04B,アリアナ・グランデ,29.0,2.07,562.9
EP-251207030,PF1CB34D,中川大志,25.0,1.0,481.3
EP-251207031,P3F99F4F,坂口健太郎,33.0,2.3,552.8
EP-251207036,P51F0525,吉岡里帆,31.0,1.01,489.9
EP-251207041,PEAF2E52,クリス・エヴァンス,42.0,2.07,590.3
EP-251207159,PFE00A05,松山ケンイチ,28.0,1.68,515.7
EP-251207162,P985709B,杏,30.0,2.99,562.3
EP-251207163,PA02B39D,マイケル・セラ,25.0,3.36,568.3
EP-251207164,PC0EFD98,エマ・ワトソン,25.0,3.07,548.9
EP-251207166,P0E3086E,瀬戸康史,32.0,2.87,583.1
EP-251207168,P8C16D8D,ジェニファー・アニストン,45.0,1.58,577.4
EP-251207170,P8541F04,マーク・ウォールバーグ,45.0,3.37,563.2
EP-251207172,P3DD7AC5,松重豊,55.0,2.68,524.2
EP-251207173,PA6E4B33,エイミー・アダムス,40.0,2.66,550.6
EP-251207174,P7676B67,ジェシー・アイゼンバーグ,30.0,1.77,537.3
EP-251207175,P3E3040F,柄本佑,35.0,2.39,534.4
EP-251207176,PA78BD9C,水川あさみ,35.0,1.01,535.3
EP-251207179,PD3909CB,森山未來,35.0,2.38,584.1
EP-251207180,PE3BB0AF,クリスチャン・ベール,40.0,2.83,585.9
EP-251207802,PBCB339A,源氏物語の紫式部,40.0,1.0,513.7
EP-251207804,P1BB452B,上杉景勝,45.0,2.19,517.9
EP-251207805,P7734E80,真田昌幸,55.0,1.0,487.9
EP-251207806,P3772CA8,細川忠興,40.0,2.2,512.8
EP-251207807,PD0758DA,柴田勝家,50.0,3.09,502.9
EP-251207808,PA3902F7,加藤清正,40.0,1.0,531.1
EP-251207809,PA041809,小早川隆景,50.0,2.57,572.3
EP-251207812,PDC3A18C,徳川吉宗,45.0,2.57,512.9
EP-251207813,PA43965D,大石内蔵助,50.0,1.0,528.3
EP-251207814,PA32E92F,近藤勇,35.0,1.0,393.1
EP-251207815,P08CF536,沖田総司,25.0,1.0,517.4
EP-251207817,P106E042,ダンテ,40.0,1.0,525.4
EP-251207637,PCE7043D,竹中直人,50.0,3.36,540.0
EP-251207638,P32E0BE7,松田龍平,35.0,1.58,489.0
EP-251207639,P595D475,寺島しのぶ,40.0,1.0,543.6
EP-251207640,P008794E,柄本明,55.0,1.0,509.7
EP-251207641,P9F8EA6C,市原隼人,30.0,2.49,580.1
EP-251207642,P69366C9,常盤貴子,40.0,2.96,569.8
EP-251207645,P0404C3E,瑛太,35.0,1.3,495.5
EP-251207646,PAD76002,エイミー・ポーラー,45.0,1.58,561.0
EP-251207648,PBCA7B5D,ティルダ・スウィントン,55.0,2.57,527.9
EP-251207652,P70D8313,シアーシャ・ローナン,25.0,2.07,519.6
EP-2512071279,PEB3E6D5,谷江常雄,45.0,1.4,585.2
EP-2512071282,PCD63208,福原美穂,25.0,2.58,566.0
EP-2512071285,P7A11AAC,岡村靖幸,35.0,1.0,500.4
EP-2512071286,P3EDD828,カニエ・ウェスト,40.0,2.46,512.7
EP-2512071289,PEC4591E,森山直太朗,30.0,3.08,576.0
EP-2512071290,P4E2DF51,鬼束ちひろ,25.0,2.76,557.3
EP-2512071291,P9C7576C,バンク・バンド,35.0,3.08,555.3
EP-2512071292,PCE130CD,奥井雅美,35.0,1.58,540.2
EP-2512071318,PDFDF9D5,久保帯人,32.0,1.0,486.5
EP-2512071319,PF09ED33,富樫義博,35.0,1.01,528.6
EP-2512071320,P0132F3E,冨樫義博,35.0,1.2,491.5
EP-2512071321,P3683923,臼井儀人,40.0,1.0,489.5
EP-2512071322,PF4D533E,車田正美,35.0,1.92,514.7
EP-2512071323,PF64C34D,原哲夫,32.0,1.0,491.2
EP-2512071324,PC32F1A4,武内直子,30.0,1.58,543.7
EP-2512071326,P4DD53D0,ジャック・カービー,45.0,2.27,510.0
EP-2512071329,PDFEC810,アラン・ムーア,42.0,2.2,570.7
EP-2512071330,PD2AC0BA,ジョン・ラセター,45.0,3.46,623.1
EP-2512071331,P0ACE5AF,マット・グレイニング,40.0,2.07,560.9
EP-2512071335,PE4A8336,横尾太郎,38.0,3.07,568.9
EP-2512071336,P9C8F190,水瀬いのり,25.0,3.36,542.3
EP-2512071142,PC28A8BC,有島武郎,45.0,2.76,649.0
EP-2512071143,P0011025,室生犀星,40.0,1.71,526.4
EP-2512071144,P0DC243A,田山花袋,42.0,1.0,550.2
EP-2512071145,P013FF1B,武者小路実篤,50.0,1.0,524.7
EP-2512071146,P4D24599,堀辰雄,35.0,1.71,495.6
EP-2512071148,P32C9D7B,串田孫一,50.0,1.71,511.2
EP-2512071149,P0BE5FCE,小林秀雄,45.0,2.09,529.7
EP-2512071150,PC3663D2,加藤周一,60.0,2.0,532.5
EP-2512071151,P78F3F12,筒井康隆,50.0,1.0,490.5
EP-2512071154,P4FF2624,エドガー・アラン・ポー,35.0,3.49,514.0
EP-2512071155,PBFB5A30,ウォルト・ホイットマン,55.0,2.87,484.9
EP-2512071158,PD94F063,ヴィクトル・ユーゴー,45.0,1.79,536.0
EP-2512071163,P8A875EA,ジャン=ポール・サルトル,50.0,3.18,547.9
EP-251207843,P9E1E40F,マイケル・ファラデー,45.0,2.2,579.7
EP-251207845,PF7CC537,ジョゼフ・リスター,42.0,2.49,569.1
EP-251207847,P241F7E1,仁村修平,55.0,3.25,631.1
EP-251207848,P7E95EF2,古川俊治,48.0,1.0,511.2
EP-251207849,PA94086F,田所勇,52.0,3.37,560.0
EP-251207851,P412B629,佐々木正洋,58.0,1.49,521.2
EP-251207853,P15231EE,加藤茂明,54.0,1.0,551.6
EP-251207854,P461D29E,岡野光夫,68.0,1.0,537.6
EP-251207855,P53D345F,月尾嘉男,65.0,2.58,562.9
EP-251207856,P159556F,江刺正喜,60.0,3.07,576.6
EP-251207858,P362E2B2,ジェームズ・クレーク・マクスウェル,35.0,1.49,585.9
EP-251207860,PAC4FBA3,ヨハネス・ケプラー,38.0,2.99,613.4
EP-251207862,P3B511D5,イグナーツ・ゼンメルワイス,35.0,3.37,596.2
EP-251207863,P50537BD,ドミトリ・メンデレーエフ,35.0,1.0,494.8
EP-251207864,PD192D09,リンドン・ラルー,42.0,1.87,575.5
EP-251207865,P95CCCE1,ヴィンターニッツ,45.0,2.79,568.3
