episode_id,person_id,person_name,text_name,mismatch_type
EP-251130010,P2630F80,ロバート・キヨサキ,,duplicate_episode_id
EP-251130010,PD6388C6,トム・ピータース,,duplicate_episode_id
EP-251130010,P09340BA,稲田直樹,,duplicate_episode_id
EP-251130010,P3C1C2C6,鹿島守之助,,duplicate_episode_id
EP-251130010,P3631F87,大橋光夫,,duplicate_episode_id
EP-251130010,P6FD9BEF,塚本幸一,,duplicate_episode_id
EP-251130010,P556EC81,福井威夫,,duplicate_episode_id
EP-251130010,PABDE1FC,小倉昌男,,duplicate_episode_id
EP-251130010,P2ACF03B,大山健太郎,,duplicate_episode_id
EP-251130010,P35AC7A0,安藤宏基,,duplicate_episode_id
EP-251130010,PC78778A,星野リゾート星野佳路,,duplicate_episode_id
EP-251130010,P5196EF1,青山学院大学,,duplicate_episode_id
EP-251130010,PA338D01,J・P・モルガン,,duplicate_episode_id
EP-251130010,P06F487B,コーネリアス・ヴァンダービルト,,duplicate_episode_id
EP-251130010,PB32775B,デイブ・トーマス,,duplicate_episode_id
EP-251130010,P28E36BC,フレッド・スミス,,duplicate_episode_id
EP-251130010,P87D4020,メラニー・パーキンス,,duplicate_episode_id
EP-251130010,P0DEEDD3,ホイットニー・ウルフ・ヘルド,,duplicate_episode_id
EP-251130011,P6602989,クリストファー・コロンブス,,duplicate_episode_id
EP-251130011,P8CA195D,バスコ・ダ・ガマ,,duplicate_episode_id
EP-251130011,P818FCAD,フェルディナンド・マゼラン,,duplicate_episode_id
EP-251130011,P53FF33B,ジェームズ・クック,,duplicate_episode_id
EP-251130011,P4CCE098,アーネスト・シャクルトン,,duplicate_episode_id
EP-251130011,P0931B36,ユーリ・ガガーリン,,duplicate_episode_id
EP-251130011,P74A3AAC,ジャック・クストー,,duplicate_episode_id
EP-251130011,PD2089EC,中山雅史,,duplicate_episode_id
EP-251130011,PA9896DA,深田久弥,,duplicate_episode_id
EP-251130011,P9D92F34,長谷川恒男,,duplicate_episode_id
EP-251130011,PB672FE7,ドビュッシー,,duplicate_episode_id
EP-251130011,P0B8695D,ラヴェル,,duplicate_episode_id
EP-251130011,PAD39CEB,チャイコフスキー,,duplicate_episode_id
EP-251130011,P8898B06,リスト,,duplicate_episode_id
EP-251130011,PB1C262A,ブラームス,,duplicate_episode_id
EP-251130011,P69EEC09,シューベルト,,duplicate_episode_id
EP-251130011,P5FF885B,ヴィヴァルディ,,duplicate_episode_id
EP-251130011,P4B72CD5,福田こうへい,,duplicate_episode_id
EP-251130011,P23C8EAB,島津亜矢,,duplicate_episode_id
EP-251130011,P1A29DFD,天童よしみ,,duplicate_episode_id
EP-251130011,PA57E67F,水森かおり,,duplicate_episode_id
EP-251130011,P0CE25CC,山内惠介,,duplicate_episode_id
EP-251130011,P3760666,堂本光一,,duplicate_episode_id
EP-251130011,PD9113C9,堂本剛,,duplicate_episode_id
EP-251130011,P9C26533,長山洋子,,duplicate_episode_id
EP-251130011,PBD3D9E5,市川由紀乃,,duplicate_episode_id
EP-251130011,PD2DE87D,竹島宏,,duplicate_episode_id
EP-251130011,P1D251ED,ダフト・パンク,,duplicate_episode_id
EP-251130011,P3EDD828,カニエ・ウェスト,,duplicate_episode_id
EP-251130011,PCAC884A,ショーン・メンデス,,duplicate_episode_id
EP-251130011,P64D4076,ビリー・アイリッシュ,,duplicate_episode_id
EP-251130011,P3ED3110,サム・スミス,,duplicate_episode_id
EP-251130011,P4BF6991,シーア,,duplicate_episode_id
EP-251130011,P96D8EB8,松崎邦男,,duplicate_episode_id
EP-251130011,PCAB9B3F,藤原洋,,duplicate_episode_id
EP-251130011,P5C4E72E,木下是雄,,duplicate_episode_id
EP-251130011,PD45A009,古田貴之,,duplicate_episode_id
EP-251130011,P1D58B4A,マイケル・クライトン,,duplicate_episode_id
EP-251130011,P8E1E83F,B.F.スキナー,,duplicate_episode_id
EP-251130011,P96B92F2,フランシス・コリンズ,,duplicate_episode_id
EP-251130011,P88BA38E,カタリン・カリコ,,duplicate_episode_id
EP-251130011,PEE18412,ヴァーナー・フォン・ブラウン,,duplicate_episode_id
EP-251130011,PC4022E3,ジョナス・ソーク,,duplicate_episode_id
EP-251130011,P6574113,グレゴリー・ベイトソン,,duplicate_episode_id
EP-251130011,P61DE7C4,ダニエル・カーネマン,,duplicate_episode_id
EP-251130011,PD79EB37,エドワード・ウィルソン,,duplicate_episode_id
EP-251130011,P32EFD7F,リン・マーグリス,,duplicate_episode_id
EP-251130011,P99EC04E,ジェームス・ハンセン,,duplicate_episode_id
EP-251130011,PF113264,リチャード・ドーキンス,,duplicate_episode_id
EP-251130012,P16A1F1E,中島みゆき,,duplicate_episode_id
EP-251130012,P777A8A2,森田一義,,duplicate_episode_id
EP-251130012,P8160B1F,スティーヴン・スピルバーグ,,duplicate_episode_id
EP-251130012,P9CF2EE,マイケル・ジャクソン,,duplicate_episode_id
EP-251130012,PC800CED,ウォルト・ディズニー,,duplicate_episode_id
EP-251130012,PC54F136,エルヴィス・プレスリー,,duplicate_episode_id
EP-251130012,P5172E80,チャーリー・チャップリン,,duplicate_episode_id
EP-251130012,PA80CA7,マリリン・モンロー,,duplicate_episode_id
EP-251130012,PE205D7C,アルフレッド・ヒッチコック,,duplicate_episode_id
EP-251130012,P7DC4E25,マドンナ,,duplicate_episode_id
EP-251130012,P7E4501B,オプラ・ウィンフリー,,duplicate_episode_id
EP-251130012,P7ABD035,ロビン・ウィリアムズ,,duplicate_episode_id
EP-251130012,P0C4F00C,ケネディ,,duplicate_episode_id
EP-251130012,P0BEFACC,後藤新平,,duplicate_episode_id
EP-251130012,PB59B3AC,原敬,,duplicate_episode_id
EP-251130012,P74C4541,幣原喜重郎,,duplicate_episode_id
EP-251130012,P2CF9AEC,フランクリン・D・ローズベルト,,duplicate_episode_id
EP-251130012,PAD8E8CF,サッチャー,,duplicate_episode_id
EP-251130012,P980372A,山県有朋,,duplicate_episode_id
EP-251130012,PD21672E,トルーマン,,duplicate_episode_id
EP-251130012,P4395ED4,石橋湛山,,duplicate_episode_id
EP-251130012,PF5FF6D0,ジョン・F・ケネディ,,duplicate_episode_id
EP-251130012,P9622E6A,犬養毅,,duplicate_episode_id
EP-251130012,P3C43180,レーガン,,duplicate_episode_id
EP-251130012,PE06B4A2,片山哲,,duplicate_episode_id
EP-251130012,P311913E,クリントン,,duplicate_episode_id
EP-251130012,P648948F,加藤高明,,duplicate_episode_id
EP-251130012,PCE43307,若槻礼次郎,,duplicate_episode_id
EP-251130012,PFC7E811,ニクソン,,duplicate_episode_id
EP-251130012,P7761D12,浜口雄幸,,duplicate_episode_id
EP-251130012,PAB47572,フォード,,duplicate_episode_id
EP-251130012,P39836BE,斎藤実,,duplicate_episode_id
EP-251130012,PE28D5B4,ブッシュ,,duplicate_episode_id
EP-251130012,PA709E37,東条英機,,duplicate_episode_id
EP-251130012,PC33A8DA,近衛文麿,,duplicate_episode_id
EP-251130012,P6896A99,広田弘毅,,duplicate_episode_id
EP-251130012,P2359A0B,岡田啓介,,duplicate_episode_id
EP-251130012,P61AE577,米内光政,,duplicate_episode_id
EP-251130012,P8A31559,紀貫之,,duplicate_episode_id
EP-251130012,P4BF68FA,在原業平,,duplicate_episode_id
EP-251130012,P81B8144,世阿弥,,duplicate_episode_id
EP-251130012,P755509B,本阿弥光悦,,duplicate_episode_id
EP-251130012,P2A228C3,俵屋宗達,,duplicate_episode_id
EP-251130012,P4613E36,歌川国芳,,duplicate_episode_id
EP-251130012,P819093A,エミール・ガレ,,duplicate_episode_id
EP-251130012,P860C144,オーギュスト・コント,,duplicate_episode_id
EP-251130012,P5F8FDDA,ヘンデル,,duplicate_episode_id
EP-251130012,PB828439,エルネスト・ヘミングウェイ,,duplicate_episode_id
EP-251130012,P46036A3,ジャン・ポール・サルトル,,duplicate_episode_id
EP-251130012,PDD3C37C,綾小路きみまろ,,duplicate_episode_id
EP-251130012,P8EBE626,ヘップバーン,,duplicate_episode_id
EP-251130012,P7ABD035,ロビン・ウィリアムズ,,duplicate_episode_id
EP-251130012,P3290DD2,ジム・キャリー,,duplicate_episode_id
EP-251130012,P2C5D871,ディカプリオ,,duplicate_episode_id
EP-251130012,P19F29D2,長塚京三,,duplicate_episode_id
EP-251130012,PD33B1E5,石橋蓮司,,duplicate_episode_id
EP-251130012,P551888A,スティーヴィー・ワンダー,,duplicate_episode_id
EP-251130012,PB093F64,ルチアーノ・パヴァロッティ,,duplicate_episode_id
EP-251130012,P4941C66,マリア・カラス,,duplicate_episode_id
EP-251130012,P4B0C3C0,ヨーヨー・マ,,duplicate_episode_id
EP-251130012,P27DF633,イツァーク・パールマン,,duplicate_episode_id
EP-251130013,PBB3E573,マルティン・ルター・キング・ジュニア,,duplicate_episode_id
EP-251130013,P581CC3D,ジャック・ウェルチ,,duplicate_episode_id
EP-251130013,PF10767C,コカ・コーラ創業者エイサ・キャンドラー,,duplicate_episode_id
EP-251130013,PE4E43E0,レイ・クロック,,duplicate_episode_id
EP-251130013,P68E00B1,ウォルマート創業者サム・ウォルトン,,duplicate_episode_id
EP-251130013,P956DDF4,アンドリュー・カーネギー,,duplicate_episode_id
EP-251130013,P3F0FD18,ジョン・ロックフェラー,,duplicate_episode_id
EP-251130013,PC73E09B,ラリー・エリソン,,duplicate_episode_id
EP-251130013,PF25B2AC,マイケル・デル,,duplicate_episode_id
EP-251130013,P1FC0A66,安田善次郎,,duplicate_episode_id
EP-251130013,PBB21C83,住友政友,,duplicate_episode_id
EP-251130013,P3D8382B,森ビル創業者森泰吉郎,,duplicate_episode_id
EP-251130013,P17FE168,カルロス・ゴーン,,duplicate_episode_id
EP-251130013,PF2F0C09,セルゲイ・ブリン,,duplicate_episode_id
EP-251130013,P9360E3D,リード・ヘイスティングス,,duplicate_episode_id
EP-251130013,P0517B86,ジェフ・イメルト,,duplicate_episode_id
EP-251130013,PA29EFC5,マーク・ベニオフ,,duplicate_episode_id
EP-251130013,P9750F72,ダニエル・エク,,duplicate_episode_id
EP-251130013,P4DF900E,トラビス・カラニック,,duplicate_episode_id
EP-251130013,P4653E4C,ブライアン・チェスキー,,duplicate_episode_id
EP-251130013,P027D017,パトリック・コリソン,,duplicate_episode_id
EP-251130013,P4B723C7,野中郁次郎,,duplicate_episode_id
EP-251130013,P6649FB8,楽天創業者三木谷浩史,,duplicate_episode_id
EP-251130013,P2977839,セブン&アイ創業者伊藤雅俊,,duplicate_episode_id
EP-251130013,P887D990,土佐ノ海敏生,,duplicate_episode_id
EP-251130013,PA3F23EB,船木誠勝,,duplicate_episode_id
EP-251130013,P3E4F28A,エディ・ゲレロ,,duplicate_episode_id
EP-251130013,P8E7C4DF,アンナ・クルニコワ,,duplicate_episode_id
EP-251130013,PD26C312,中野友加里,,duplicate_episode_id
EP-251130013,P3BE1E25,高橋成美,,duplicate_episode_id
EP-251130013,PA8BCD44,フローレンス・ジョイナー,,duplicate_episode_id
EP-251130013,P972C987,クリスティアノ・ロナウド,,duplicate_episode_id
EP-251130013,P8D5DEDF,デビッド・ベッカム,,duplicate_episode_id
EP-251130013,PD105E59,ロベルト・バッジョ,,duplicate_episode_id
EP-251130013,P8AEB03D,中田浩二,,duplicate_episode_id
EP-251130013,PA664998,ガレス・ベイル,,duplicate_episode_id
EP-251130013,PC39740F,スティーブン・ジェラード,,duplicate_episode_id
EP-251130013,P2A5C9A7,アンドレア・ピルロ,,duplicate_episode_id
EP-251130013,P2C96D79,フランチェスコ・トッティ,,duplicate_episode_id
EP-251130013,P4BBCE41,ラウール,,duplicate_episode_id
EP-251130013,PA7D299B,エムバペ,,duplicate_episode_id
EP-251130014,P14505B4,ジャンヌ・ダルク,,duplicate_episode_id
EP-251130014,P7D97736,ワシントン,,duplicate_episode_id
EP-251130014,P2DBA7FA,谷川流,,duplicate_episode_id
EP-251130014,PE3BC8A7,佐野洋子,,duplicate_episode_id
EP-251130014,P181C9DC,田口ランディ,,duplicate_episode_id
EP-251130014,P8616426,重松清,,duplicate_episode_id
EP-251130014,P4E490ED,河瀬直美,,duplicate_episode_id
EP-251130014,P8D71DD0,周防正行,,duplicate_episode_id
EP-251130014,P920AA4C,マルティン・スコセッシ,,duplicate_episode_id
EP-251130014,PD62AB36,ジャン＝リュック・ゴダール,,duplicate_episode_id
EP-251130014,P6EC69A9,イングマール・ベルイマン,,duplicate_episode_id
EP-251130014,P27873EE,フェデリコ・フェリーニ,,duplicate_episode_id
EP-251130014,P72DA736,ウディ・アレン,,duplicate_episode_id
EP-251130014,PE3107ED,リドリー・スコット,,duplicate_episode_id
EP-251130014,P5C5A3C2,ダニー・ボイル,,duplicate_episode_id
EP-251130014,P1481792,ペドロ・アルモドバル,,duplicate_episode_id
EP-251130014,P65A55B5,ジェームズ・キャメロン,,duplicate_episode_id
EP-251130014,PA5353B0,ウォン・カーウァイ,,duplicate_episode_id
EP-251130014,P2AAB14A,アンドレイ・タルコフスキー,,duplicate_episode_id
EP-251130014,P390FD71,ウィリアム・フォークナー,,duplicate_episode_id
EP-251130014,PAB0FE41,マヤ・アンジェロウ,,duplicate_episode_id
EP-251130014,PD00F847,内田康夫,,duplicate_episode_id
EP-251130014,PF4D3438,チヌア・アチェベ,,duplicate_episode_id
EP-251130014,P4B9C7C2,津原泰水,,duplicate_episode_id
EP-251130014,P04D1563,赤川次郎,,duplicate_episode_id
EP-251130014,P6A03A69,ウンベルト・エーコ,,duplicate_episode_id
EP-251130014,P3E89C14,瀬戸内晴美,,duplicate_episode_id
EP-251130014,P8EBFC83,ジョン・アーヴィング,,duplicate_episode_id
EP-251130014,P8A892A5,柳美里,,duplicate_episode_id
EP-251130014,P2EE8050,イーディス・ウォートン,,duplicate_episode_id
EP-251130014,P7A52998,フラナリー・オコナー,,duplicate_episode_id
EP-251130014,PDB80E7E,リチャード・フォード,,duplicate_episode_id
EP-251130014,P817804C,古井由吉,,duplicate_episode_id
EP-251130014,PB6E3551,アリス・マンロー,,duplicate_episode_id
EP-251130014,P2336BC3,庄野潤三,,duplicate_episode_id
EP-251130014,P1C8EE59,トビアス・ウォルフ,,duplicate_episode_id
EP-251130014,PB448B30,田中小実昌,,duplicate_episode_id
EP-251130014,P0995FC3,イアン・マキューアン,,duplicate_episode_id
EP-251130014,P56608EE,尾辻克彦,,duplicate_episode_id
EP-251130014,P9EA64D7,ジェニファー・イーガン,,duplicate_episode_id
EP-251130014,P40164C3,庄司薫,,duplicate_episode_id
EP-251130014,PAE9AEE5,ルイーズ・アードリック,,duplicate_episode_id
EP-251130014,P1E5CA82,後藤明生,,duplicate_episode_id
EP-251130015,PF25FA02,シャーリーズ・セロン,,duplicate_episode_id
EP-251130015,P0EB468C,大リーグ養成ギプス,,duplicate_episode_id
EP-251130015,P18D7280,井端弘和,,duplicate_episode_id
EP-251130015,P8AA64E1,和田毅,,duplicate_episode_id
EP-251130015,P2802679,青木宣親,,duplicate_episode_id
EP-251130015,PDE6A27A,川﨑宗則,,duplicate_episode_id
EP-251130015,P57224C6,田澤純一,,duplicate_episode_id
EP-251130015,PD164577,石井一久,,duplicate_episode_id
EP-251130015,PD047AB7,伊東勤,,duplicate_episode_id
EP-251130015,P70EDD01,古田敦也,,duplicate_episode_id
EP-251130015,PC40FB17,緒方孝市,,duplicate_episode_id
EP-251130015,PD031847,野村謙二郎,,duplicate_episode_id
EP-251130015,PE79CB49,梨田昌孝,,duplicate_episode_id
EP-251130015,P95DCE75,星野仙一,,duplicate_episode_id
EP-251130015,PBF3E00E,ノバク・ジョコビッチ,,duplicate_episode_id
EP-251130015,P5122D20,ラファエル・ナダル,,duplicate_episode_id
EP-251130015,PB08701B,アンディ・ロディック,,duplicate_episode_id
EP-251130015,PA2221EA,ステフィ・グラフ,,duplicate_episode_id
EP-251130015,P8E7761B,マルチナ・ナブラチロワ,,duplicate_episode_id
EP-251130015,PDB708B3,レブロン・ジェームズ,,duplicate_episode_id
EP-251130015,P487526C,ステフィン・カリー,,duplicate_episode_id
EP-251130015,P6327068,ケビン・デュラント,,duplicate_episode_id
EP-251130015,P75966DE,シャキール・オニール,,duplicate_episode_id
EP-251130015,PE2988A3,マジック・ジョンソン,,duplicate_episode_id
EP-251130015,P1F22070,トム・ブレイディ,,duplicate_episode_id
EP-251130015,PA83858A,ペイトン・マニング,,duplicate_episode_id
EP-251130015,P5E6B8F2,アロン・ロジャース,,duplicate_episode_id
EP-251130015,PB85E6D4,ルイス・ファン・ハール,,duplicate_episode_id
EP-251130015,P588C5F5,ペップ・グアルディオラ,,duplicate_episode_id
EP-251130015,PFD9E2A7,勝野洋,,duplicate_episode_id
EP-251130015,P388A8CF,伊東四朗,,duplicate_episode_id
EP-251130015,PA3D978B,山田五十鈴,,duplicate_episode_id
EP-251130015,P1E7E752,笠智衆,,duplicate_episode_id
EP-251130015,P401FC95,岩下志麻,,duplicate_episode_id
EP-251130015,PC790547,京マチ子,,duplicate_episode_id
EP-251130015,PD023280,若尾文子,,duplicate_episode_id
EP-251130015,PE402720,八千草薫,,duplicate_episode_id
EP-251130015,PAEF6DFC,草笛光子,,duplicate_episode_id
EP-251130015,PA05DE7A,キャサリン・ヘプバーン,,duplicate_episode_id
EP-251130015,PC60B02B,グレース・ケリー,,duplicate_episode_id
EP-251130015,PE61768B,エリザベス・テイラー,,duplicate_episode_id
EP-251130015,P344F87F,シドニー・ルメット,,duplicate_episode_id
EP-251130015,P8170CE3,ビリー・ワイルダー,,duplicate_episode_id
EP-251130015,P4D08E70,ジョン・フォード,,duplicate_episode_id
EP-251130015,PCB1B61F,ジョージ・キューカー,,duplicate_episode_id
EP-251130015,P3B3B39E,ウィリアム・ワイラー,,duplicate_episode_id
EP-251130015,PCD165F6,デヴィッド・リーン,,duplicate_episode_id
EP-251130015,PC3777AA,エリア・カザン,,duplicate_episode_id
EP-251130015,P8DD4CB1,ジョン・ヒューストン,,duplicate_episode_id
EP-251130015,P6BFAE34,レイフ・ファインズ,,duplicate_episode_id
EP-251130016,P6904966,吉川英治,,duplicate_episode_id
EP-251130016,PC03E0F4,マーク・トウェイン,,duplicate_episode_id
EP-251130016,P6663CD5,ジェーン・オースティン,,duplicate_episode_id
EP-251130016,P184FE24,ヴァージニア・ウルフ,,duplicate_episode_id
EP-251130016,P7310829,ゲーテ,,duplicate_episode_id
EP-251130016,P7F5AD5C,カフカ,,duplicate_episode_id
EP-251130016,P8CDF69E,舘ひろし,,duplicate_episode_id
EP-251130016,P7524791,柴田恭兵,,duplicate_episode_id
EP-251130016,P83655D3,鈴木京香,,duplicate_episode_id
EP-251130016,P597C41A,田中美佐子,,duplicate_episode_id
EP-251130016,P576EFC0,佐藤B作,,duplicate_episode_id
EP-251130016,P6AA8C3A,岸部一徳,,duplicate_episode_id
EP-251130016,PCF9E7FD,余貴美子,,duplicate_episode_id
EP-251130016,P377D000,もたいまさこ,,duplicate_episode_id
EP-251130016,PE3F2871,國村隼,,duplicate_episode_id
EP-251130016,P43006BF,堤真一,,duplicate_episode_id
EP-251130016,P048AEBD,永瀬正敏,,duplicate_episode_id
EP-251130016,PDDF534C,美輪明宏,,duplicate_episode_id
EP-251130016,P417D3BA,ロバート・レッドフォード,,duplicate_episode_id
EP-251130016,PFDFA0AF,ジェーン・フォンダ,,duplicate_episode_id
EP-251130016,PD3692B6,ジーン・ハックマン,,duplicate_episode_id
EP-251130016,P8A978BD,ダスティン・ホフマン,,duplicate_episode_id
EP-251130016,P5BF5BA4,ダイアン・キートン,,duplicate_episode_id
EP-251130016,PDCB77B3,グレン・クローズ,,duplicate_episode_id
EP-251130016,P04FDBB9,ケビン・コスナー,,duplicate_episode_id
EP-251130016,P9E59DA7,ハリソン・フォード,,duplicate_episode_id
EP-251130016,P2663EE7,ミシェル・ファイファー,,duplicate_episode_id
EP-251130016,P27C44EF,ジョディ・フォスター,,duplicate_episode_id
EP-251130016,P7A985CD,ケビン・スペイシー,,duplicate_episode_id
EP-251130016,P8E44054,ラッセル・クロウ,,duplicate_episode_id
EP-251130016,PC6415A2,キャサリン・ゼタ=ジョーンズ,,duplicate_episode_id
EP-251130016,P7AF08BA,時枝誠記,,duplicate_episode_id
EP-251130016,PE906FC0,板倉聖宣,,duplicate_episode_id
EP-251130016,P3B12DD0,ダーウィン,,duplicate_episode_id
EP-251130016,PA647C8E,ガリレオ・ガリレイ,,duplicate_episode_id
EP-251130016,P886F664,レオナルド・ダ・ヴィンチ,,duplicate_episode_id
EP-251130016,PE939CC5,アレクサンダー・フレミング,,duplicate_episode_id
EP-251130016,P8EE140E,マリー・キュリー,,duplicate_episode_id
EP-251130016,P56E484,スティーヴン・ホーキング,,duplicate_episode_id
EP-251130016,PFDE3B22,レイチェル・カーソン,,duplicate_episode_id
EP-251130016,P8BC14C4,ジェーン・グドール,,duplicate_episode_id
EP-251130016,P877BAD,カール・セーガン,,duplicate_episode_id
EP-251130016,P704E88,リチャード・ファインマン,,duplicate_episode_id
EP-251130016,PED4DBC2,ニコラ・テスラ,,duplicate_episode_id
EP-251130016,P5CF6345,メンデレーエフ,,duplicate_episode_id
EP-251130016,P5E9B9C0,クロード・シャノン,,duplicate_episode_id
EP-251130016,P4954218,アラン・チューリング,,duplicate_episode_id
EP-251130016,P961217D,ロザリンド・フランクリン,,duplicate_episode_id
EP-251130016,PF231F39,バーバラ・マクリントック,,duplicate_episode_id
EP-251130017,P55B9C19,石田ゆり子,,duplicate_episode_id
EP-251130017,P9BBCBB4,エマ・ストーン,,duplicate_episode_id
EP-251130017,P452D3E6,ライアン・ゴズリング,,duplicate_episode_id
EP-251130017,P24EFA98,ジョン・フランクリン,,duplicate_episode_id
EP-251130017,P95343B6,リヴィングストン,,duplicate_episode_id
EP-251130017,P603A2D7,スコット・フィッシャー,,duplicate_episode_id
EP-251130017,PF147BA3,ロブ・ホール,,duplicate_episode_id
EP-251130017,PD616F8D,加藤文太郎,,duplicate_episode_id
EP-251130017,PB61C8B8,辻村太郎,,duplicate_episode_id
EP-251130017,P643D834,槙有恒,,duplicate_episode_id
EP-251130017,P9542988,田部重治,,duplicate_episode_id
EP-251130017,P769B81E,冠松次郎,,duplicate_episode_id
EP-251130017,P65C7C08,ウォルター・ローリー,,duplicate_episode_id
EP-251130017,P1B65452,ハドソン,,duplicate_episode_id
EP-251130017,PC888387,フランシス・ドレイク,,duplicate_episode_id
EP-251130017,PFB2952A,エルナン・コルテス,,duplicate_episode_id
EP-251130017,PAB98A77,フランシスコ・ピサロ,,duplicate_episode_id
EP-251130017,PD80FDAC,鳥居観音,,duplicate_episode_id
EP-251130017,P867AD0B,河口仙之助,,duplicate_episode_id
EP-251130017,PC3F72A6,荻原碌山,,duplicate_episode_id
EP-251130017,P2D4955A,笹川良一,,duplicate_episode_id
EP-251130017,PD252BC0,シャルル・ダーウィン,,duplicate_episode_id
EP-251130017,PDE7AAC9,アレクサンダー・フォン・フンボルト,,duplicate_episode_id
EP-251130017,PB29019F,デイヴィッド・アッテンボロー,,duplicate_episode_id
EP-251130017,P16341B8,ジェラルド・ダレル,,duplicate_episode_id
EP-251130017,P75A3467,ベア・グリルス,,duplicate_episode_id
EP-251130017,P38FB528,スタンリー,,duplicate_episode_id
EP-251130017,PCA5DE22,ジム・ウィテカー,,duplicate_episode_id
EP-251130017,P0E0B62A,ワレン・ハーディング,,duplicate_episode_id
EP-251130017,P01B504E,クリス・ボニントン,,duplicate_episode_id
EP-251130017,P7067795,丹羽宇一郎,,duplicate_episode_id
EP-251130017,PF0F5C5D,荻上チキ,,duplicate_episode_id
EP-251130017,P39CAE75,岸博幸,,duplicate_episode_id
EP-251130017,PCECA073,竹田恒泰,,duplicate_episode_id
EP-251130017,P6D48B9A,三浦瑠麗,,duplicate_episode_id
EP-251130017,PC1E4B2A,高橋洋一,,duplicate_episode_id
EP-251130017,PFDB171A,飯田泰之,,duplicate_episode_id
EP-251130017,PA4A9572,勝間和代,,duplicate_episode_id
EP-251130017,PDDA000E,コフィ・アナン,,duplicate_episode_id
EP-251130017,P49AD4C5,三木武夫,,duplicate_episode_id
EP-251130017,P64594FC,美濃部亮吉,,duplicate_episode_id
EP-251130017,PE33F303,朝河貫一,,duplicate_episode_id
EP-251130017,P3CA1093,ジョン・ロールズ,,duplicate_episode_id
EP-251130017,P8DD847D,コンドルセ侯爵,,duplicate_episode_id
EP-251130017,P767A633,ハンナ・アーレント,,duplicate_episode_id
EP-251130017,P385E712,ジェーン・アダムス,,duplicate_episode_id
EP-251130017,P66FBF26,エリナー・ルーズベルト,,duplicate_episode_id
EP-251130017,PB77515F,スーザン・B・アンソニー,,duplicate_episode_id
EP-251130017,P649A484,ベティ・フリーダン,,duplicate_episode_id
EP-251130017,P557EDDF,ロザ・パークス,,duplicate_episode_id
EP-251130017,PEF05E2B,ラルフ・バンチ,,duplicate_episode_id
EP-251130017,P3BB1D9B,ワンガリ・マータイ,,duplicate_episode_id
EP-251130017,P511C132,デズモンド・ツツ,,duplicate_episode_id
EP-251130017,P33EEE4D,高木仁三郎,,duplicate_episode_id
EP-251130017,PED024BC,清沢洌,,duplicate_episode_id
EP-251130017,P1C12113,河合栄治郎,,duplicate_episode_id
EP-251130017,P5AFBD1B,矢内原忠雄,,duplicate_episode_id
EP-251130017,P7BA3387,安岡正篤,,duplicate_episode_id
EP-251130017,PC2234AC,吉野作造,,duplicate_episode_id
EP-251130017,PEE431E1,美濃口坦,,duplicate_episode_id
EP-251130018,PBEC1492,明智光秀,,duplicate_episode_id
EP-251130018,PB7F9667,福澤諭吉,,duplicate_episode_id
EP-251130018,PF7FD906,シーザー,,duplicate_episode_id
EP-251130018,P286A1CC,クレオパトラ,,duplicate_episode_id
EP-251130018,PE7003B3,チャーチル,,duplicate_episode_id
EP-251130018,PF46C23E,項羽,,duplicate_episode_id
EP-251130018,P80186AB,劉邦,,duplicate_episode_id
EP-251130018,PA4A2F95,夏川草介,,duplicate_episode_id
EP-251130018,PC07CD6C,柚月裕子,,duplicate_episode_id
EP-251130018,P85207F4,万城目学,,duplicate_episode_id
EP-251130018,P2CED767,有川浩,,duplicate_episode_id
EP-251130018,PC7D9A0D,住野よる,,duplicate_episode_id
EP-251130018,P5272DB6,小野不由美,,duplicate_episode_id
EP-251130018,P0175371,荻原規子,,duplicate_episode_id
EP-251130018,P7969C50,竹本孝之,,duplicate_episode_id
EP-251130018,P42A2FC5,片山杜秀,,duplicate_episode_id
EP-251130018,PF79B6B4,細野晴臣,,duplicate_episode_id
EP-251130018,PA98C7A5,高橋幸宏,,duplicate_episode_id
EP-251130018,PB4E3859,佐久間正英,,duplicate_episode_id
EP-251130018,P2975AFD,津田匠子,,duplicate_episode_id
EP-251130018,P77A4DF7,林田健司,,duplicate_episode_id
EP-251130018,PF12D1D2,J.K.リベット,,duplicate_episode_id
EP-251130018,P77CC592,昆汀・塔倫天奴,,duplicate_episode_id
EP-251130018,P22160C4,ティム・バートン,,duplicate_episode_id
EP-251130018,P3F7E67C,デヴィッド・フィンチャー,,duplicate_episode_id
EP-251130018,P8A03084,つんく♂,,duplicate_episode_id
EP-251130018,P674D5C8,近藤真彦,,duplicate_episode_id
EP-251130018,PA97B176,松浦亜弥,,duplicate_episode_id
EP-251130018,PCCCF551,ブリトニー・スピアーズ,,duplicate_episode_id
EP-251130018,PFABA8D4,50 Cent,,duplicate_episode_id
EP-251130018,P968C10F,スヌープ・ドッグ,,duplicate_episode_id
EP-251130018,PD5FD1F4,ドクター・ドレー,,duplicate_episode_id
EP-251130018,P32731A0,江口のりこ,,duplicate_episode_id
EP-251130018,P625A26B,木村佳乃,,duplicate_episode_id
EP-251130018,P838867B,紳助,,duplicate_episode_id
EP-251130018,P9F63FA0,ヒロ,,duplicate_episode_id
EP-251130018,P577A486,佐藤隆太,,duplicate_episode_id
EP-251130018,P33EDB26,及川光博,,duplicate_episode_id
